HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,308XBLVESI4YABRJ1JWSGJ1ZJEEBRP,A27ARZT8R4B7IE,Approved,Mon Nov 12 07:29:00 PST 2018,Mon Nov 12 07:34:04 PST 2018,Thu Nov 15 07:34:04 PST 2018,2018-11-15 15:34:43 UTC,,,304,100% (1/1),0% (0/0),0% (0/0),He just had other things to do.|He was given another assignment.|He had another assignment that he had to go to.,,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,30BXRYBRP4XD9KBR05GUPTCE613WHO,A3GSKA0JXB1ORD,Approved,Sun Nov 11 16:53:56 PST 2018,Sun Nov 11 17:02:07 PST 2018,Wed Nov 14 17:02:07 PST 2018,2018-11-15 01:02:42 UTC,,,491,100% (1/1),0% (0/0),0% (0/0),My commander asked me to meet with you on his behalf.|My commander was called away due to extenuating circumstances.|My commander sends his regrets but has more pressing issues to address.,,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,30LSNF239UVRTZO4S3981YX4278I26,A1COU26U8QXCW9,Approved,Sun Nov 11 13:58:56 PST 2018,Sun Nov 11 14:00:40 PST 2018,Wed Nov 14 14:00:40 PST 2018,2018-11-14 22:00:44 UTC,,,104,100% (7/7),0% (0/0),0% (0/0),He couldnt be here.|He is unable to be here due to a change of plans.|My boss has been assigned another mission and cannot be here.,,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,32Z9ZLUT1LK54B2P9JPK8ZZS3YHHO8,A11QDNT3W7DT7K,Approved,Sun Nov 11 12:05:44 PST 2018,Sun Nov 11 12:07:18 PST 2018,Wed Nov 14 12:07:18 PST 2018,2018-11-14 20:07:43 UTC,,,94,100% (13/13),0% (0/0),0% (0/0),I'm not sure entirely; I was just told to be here.|My commander is unable to make it today and put me in charge.|Something more important came up at the last minute and he had to take care of those responsibilities. He put me in charge for now.,,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,338JKRMM26ZG278OZ0K274FNEIYAHP,A1X84CLJ7N1PLZ,Approved,Sun Nov 11 16:27:38 PST 2018,Sun Nov 11 16:29:09 PST 2018,Wed Nov 14 16:29:09 PST 2018,2018-11-15 00:29:42 UTC,,,91,100% (3/3),0% (0/0),0% (0/0),We can proceed without him. |He was regrettably called away.  |He had other affairs.,,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,33JKGHPFYCU9E43OZ15KLF7JUA3MNZ,A25X5G0INDOHQZ,Approved,Sun Nov 11 10:28:05 PST 2018,Sun Nov 11 10:29:58 PST 2018,Wed Nov 14 10:29:58 PST 2018,2018-11-14 18:30:42 UTC,,,113,100% (12/12),0% (0/0),0% (0/0),"I am in charge now.|My commander was reassigned.  I have been appointed to take over.|He has bigger, better things to do than this little mission with you.",,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,33LK57MYLT56TOUCMMC0SBDYWK6ZSW,AZTCXU0TX6JRM,Approved,Mon Nov 12 11:26:55 PST 2018,Mon Nov 12 11:29:18 PST 2018,Thu Nov 15 11:29:18 PST 2018,2018-11-15 19:29:42 UTC,,,143,100% (1/1),0% (0/0),0% (0/0),I have been assigned to discuss the business plan with you.|The commander regrets he could not meets with you and hopes you accept to continue the business discussion with me until he can meet with you again.|An important assignment required the commander's attention.,,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,33PPO7FECVFEW9MKPSTPXHO8Z3CDIZ,A33B85TN97HQ33,Approved,Mon Nov 12 07:45:17 PST 2018,Mon Nov 12 07:48:04 PST 2018,Thu Nov 15 07:48:04 PST 2018,2018-11-15 15:48:42 UTC,,,167,100% (2/2),0% (0/0),0% (0/0),Don't be concerned. I can help you.|He got called away on another assignment. I have been fully briefed and can help you.|The commander had very important business to take care of elsewhere.  I will be able to assist you further with this.,,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,3483FV8BEEJB0FT3Q20J4V7ZUNE26C,A3D755O9XF02U6,Approved,Mon Nov 12 11:37:54 PST 2018,Mon Nov 12 11:42:12 PST 2018,Thu Nov 15 11:42:12 PST 2018,2018-11-15 19:42:42 UTC,,,258,100% (1/1),0% (0/0),0% (0/0),"My commander has sent me, in his place, to communicate and work towards our countries unity.|My commander is truly sorry he could not attend this meeting.  Unfortunately, urgent business arose, which he had to attend.  He is hopeful that you will be willing to meet with me, and offers his sincere apology.|My commander is truly sorry he could not attend this meeting.  However, another matter arose that he had to attend, so he sent me here to discuss things with you, and I will report back to him.",,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,34Q075JO1XD9XJPS59KOQBN3OBO10W,A2WH6PCH9A4OVV,Approved,Mon Nov 12 05:39:25 PST 2018,Mon Nov 12 05:44:25 PST 2018,Thu Nov 15 05:44:25 PST 2018,2018-11-15 13:44:47 UTC,,,300,100% (1/1),0% (0/0),0% (0/0),I don't exactly know the details as to why he isn't here.|Something has presented itself and now my commander is unable to attend.|A matter of greater importance has come up and this meeting is less important than the matter my commander must tend to.,,
