HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
3VMHWJRYHVG5Y4RHPHIF07INVWNXFB,3ADAE1FYCQKLL4SBDPCBIXFG7J9AEP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 15",$0.25 ,Sun Jan 20 08:24:30 PST 2019,50,BatchId:3505144;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:24:30 PST 2019,,,3MX2NQ3YC9UGIRWM98B72FNVKMCX5P,AKX5RHHO8BIUX,Submitted,Sun Jan 20 08:25:07 PST 2019,Sun Jan 20 08:27:50 PST 2019,Wed Jan 23 08:27:50 PST 2019,,,,163,100% (1/1),0% (0/0),0% (0/0),"I understand your desire to be of assistance but it would be more efficient to have your men stop passing out supplies. I understand if that's not possible and we can work around it.|Pull back your troops immediately, have them return the supplies to the aid station, and deploy them as security. |These supplies need to be returned to the aid station immediately. |Having your men pass out these supplies is not effective and needs to stop. I appreciate your assistance but there are other tasks they can do more effectively. As it is this is not working.",,
3VMHWJRYHVG5Y4RHPHIF07INVWNXFB,3ADAE1FYCQKLL4SBDPCBIXFG7J9AEP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 15",$0.25 ,Sun Jan 20 08:24:30 PST 2019,50,BatchId:3505144;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:24:30 PST 2019,,,35BLDD71I6XMLGBGGHH53YX55ACZVV,A1SG9L06DXAZLT,Submitted,Sun Jan 20 08:25:20 PST 2019,Sun Jan 20 08:28:25 PST 2019,Wed Jan 23 08:28:25 PST 2019,,,,185,0% (0/0),0% (0/0),0% (0/0),"Sir, I have noticed the following issues with supply distribution. It is making organization difficult. |Sir, your team is very strong at security. Can I reassign them to that in order to organize supply distribution? |Sir, we need to collect the supplies. |Sir, thank you for your assistance. Your team has moved quickly. We need them at security now instead so we can pass out supplies in an orderly fashion",,
3VMHWJRYHVG5Y4RHPHIF07INVWNXFB,3ADAE1FYCQKLL4SBDPCBIXFG7J9AEP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 15",$0.25 ,Sun Jan 20 08:24:30 PST 2019,50,BatchId:3505144;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:24:30 PST 2019,,,3HHRAGRYX85CP5K6B71SVI14UER9OO,AFUAJWWVWPHMW,Submitted,Sun Jan 20 08:27:02 PST 2019,Sun Jan 20 08:28:37 PST 2019,Wed Jan 23 08:28:37 PST 2019,,,,95,0% (0/0),0% (0/0),0% (0/0),"It will be more difficult having your sodiers pass out the supplies, but I am sure we can work around it.|These supplies must go back to the aid station.  Your team will be working security.|The supplies need to be returned to the aid station now!|I understand and appreciate that you think you're helping by passing out the supplies, but it just will not work.",,
3VMHWJRYHVG5Y4RHPHIF07INVWNXFB,3ADAE1FYCQKLL4SBDPCBIXFG7J9AEP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 15",$0.25 ,Sun Jan 20 08:24:30 PST 2019,50,BatchId:3505144;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:24:30 PST 2019,,,3AZHRG4CU4K57M37SDY7E420WJ130B,A24WEWMLNX6GIF,Submitted,Sun Jan 20 08:26:27 PST 2019,Sun Jan 20 08:29:08 PST 2019,Wed Jan 23 08:29:08 PST 2019,,,,161,0% (0/0),0% (0/0),0% (0/0),"Hello commander, your unit is making the task at hand a bit more difficult then it needs to be but I think we can work around it|Commander, send the supplies back to station now. Your working Security|Commander drop everything and send the supplies back to the aid station|Commander, We appreciate the help but we feel we can do it more efficiently. Thanks for the help",,
3VMHWJRYHVG5Y4RHPHIF07INVWNXFB,3ADAE1FYCQKLL4SBDPCBIXFG7J9AEP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 15",$0.25 ,Sun Jan 20 08:24:30 PST 2019,50,BatchId:3505144;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:24:30 PST 2019,,,3Z9WI9EOZZOMEKHABRXR1IIJTMPHK2,A3E5LA62R563X0,Submitted,Sun Jan 20 08:26:38 PST 2019,Sun Jan 20 08:29:32 PST 2019,Wed Jan 23 08:29:32 PST 2019,,,,174,0% (0/0),0% (0/0),0% (0/0),"Things will get more complicating having the Chinese soldiers passing out supplies, but we can accommodate it.|I want the supplies back in the aid station and your team to switch to security.|It's imperative the supplies go back into the aid station immediately.|Your men passing out supplies isn't going to work. We appreciate your efforts to help, but this isn't working.",,
3VMHWJRYHVG5Y4RHPHIF07INVWNXFB,3ADAE1FYCQKLL4SBDPCBIXFG7J9AEP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 15",$0.25 ,Sun Jan 20 08:24:30 PST 2019,50,BatchId:3505144;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:24:30 PST 2019,,,36TFCYNS44ASYKGHAACGRCQLPV3XH6,A1Y4C2TYJFRF1G,Submitted,Sun Jan 20 08:25:41 PST 2019,Sun Jan 20 08:29:56 PST 2019,Wed Jan 23 08:29:56 PST 2019,,,,255,0% (0/0),0% (0/0),0% (0/0),"Although having your soldiers passing out supplies is making things more difficult, I believe we can work around it. |I need those supplies to go back to the aid station immediately and your soldiers need to work security. |Please have your soldiers return the supplies to the aid station. |Although I appreciate your men trying to help by passing out supplies, this plan does not work.",,
3VMHWJRYHVG5Y4RHPHIF07INVWNXFB,3ADAE1FYCQKLL4SBDPCBIXFG7J9AEP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 15",$0.25 ,Sun Jan 20 08:24:30 PST 2019,50,BatchId:3505144;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:24:30 PST 2019,,,3QL2OFSM96IW5IRXMCB6IJ27APPCNT,A1WML1ZP2ISAR7,Submitted,Sun Jan 20 08:27:06 PST 2019,Sun Jan 20 08:30:23 PST 2019,Wed Jan 23 08:30:23 PST 2019,,,,197,0% (0/0),0% (0/0),0% (0/0),"Your men are doing a good job but it might be better if we pass out the supplies or work out a plan where we both can hand them out in an organized manner.|You need to secure the site with your men, the supplies have to go back to the aid station.|We need the supplies to be returned to the aid station immediately!|I appreciate your help in handing out the supplies but it is becoming too haphazard. We will be taking over the supply task.",,
3VMHWJRYHVG5Y4RHPHIF07INVWNXFB,3ADAE1FYCQKLL4SBDPCBIXFG7J9AEP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 15",$0.25 ,Sun Jan 20 08:24:30 PST 2019,50,BatchId:3505144;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:24:30 PST 2019,,,3OWEPKL089CQT1W1VV3V2XAT9EY7NV,A2SMEB68NUZ2Y6,Submitted,Sun Jan 20 08:27:21 PST 2019,Sun Jan 20 08:30:59 PST 2019,Wed Jan 23 08:30:59 PST 2019,,,,218,0% (0/0),0% (0/0),0% (0/0),"Although having the Chinese soldiers pass out supplies will make things much more difficult, I can make it work. |I want the supplies back at the aid station, and your team to work security. |The supplies need to go back to the aid station right away.|I appreciate that you think you're helping by having your men pass out the supplies but it's not working. It's just not going to work.",,
3VMHWJRYHVG5Y4RHPHIF07INVWNXFB,3ADAE1FYCQKLL4SBDPCBIXFG7J9AEP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 15",$0.25 ,Sun Jan 20 08:24:30 PST 2019,50,BatchId:3505144;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:24:30 PST 2019,,,3FPRZHYEPY7L0N4NVAMWZXSQQFDV3U,A28PSBVTD53WQV,Submitted,Sun Jan 20 08:26:33 PST 2019,Sun Jan 20 08:32:21 PST 2019,Wed Jan 23 08:32:21 PST 2019,,,,348,0% (0/0),0% (0/0),0% (0/0),"Commander, there may be a work around but it makes our job much more difficult to have your soldiers handing out supplies.|Commander. All supplies need to get back to the aid station and you need to order your men to security. |Commander, all supplies need to be back at the aid station immediately. |I know that you and your soldiers are doing everything you can which we are thankful for. However, having your men pass out supplies will not work.",,
3VMHWJRYHVG5Y4RHPHIF07INVWNXFB,3ADAE1FYCQKLL4SBDPCBIXFG7J9AEP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 15",$0.25 ,Sun Jan 20 08:24:30 PST 2019,50,BatchId:3505144;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:24:30 PST 2019,,,31UV0MXWNQCJSW7RAMB6Z50GW995IY,A33SAXWXELZUZ9,Submitted,Sun Jan 20 08:27:43 PST 2019,Sun Jan 20 08:32:38 PST 2019,Wed Jan 23 08:32:38 PST 2019,,,,295,0% (0/0),0% (0/0),0% (0/0),"Sir, it will be more difficult for us if your soldiers hand out supplies, but we can work around it.|Sir, I would like the supplies to go back to the aid station and I would like your team to work security.|Commander, I need the supplies to be returned to the aid station immediately. |I appreciate your men's efforts to help with handing out supplies, but it's not working out.",,
