HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
3VEI3XUCZRXXSLUZUL8SNJA3WLPRPC,3GWVV0PYXYIKY0SW6FGTCYBYP66ZM3,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 9",$0.20 ,Sun Jan 20 08:03:13 PST 2019,50,BatchId:3505127;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:03:13 PST 2019,,,304SM51WA34ABQRWG8WX6T6VF30SBH,A17SWXSZOWCC3M,Submitted,Sun Jan 20 09:20:36 PST 2019,Sun Jan 20 09:22:16 PST 2019,Wed Jan 23 09:22:16 PST 2019,,,,100,0% (0/0),0% (0/0),0% (0/0),"We have plenty of supplies, it would not look good if I have to go to a higher ranking officer and ask for help.|I know that going to a higher ranking officer is not exactly ideal ,but I may not have a choice if you cannot compromise with me. |You were pointing to that container of supplies, are those the issue?  We can make it work if so.",,
3VEI3XUCZRXXSLUZUL8SNJA3WLPRPC,3GWVV0PYXYIKY0SW6FGTCYBYP66ZM3,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 9",$0.20 ,Sun Jan 20 08:03:13 PST 2019,50,BatchId:3505127;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:03:13 PST 2019,,,31IBVUNM9SZGGZKGF5NY06HNT5IFVN,A1DUH3RLI00YQM,Submitted,Sun Jan 20 08:13:58 PST 2019,Sun Jan 20 08:16:47 PST 2019,Wed Jan 23 08:16:47 PST 2019,,,,169,0% (0/0),0% (0/0),0% (0/0),"I really need your help. I have plenty of supplies and we need not go to a higher ranking officer as we will look bad.|If we can't find a solution together, we will be forced to go to a higher ranking officer and that is not ideal.|Are the supply containers a problem for you? If so, we can make it work at we must.",,
3VEI3XUCZRXXSLUZUL8SNJA3WLPRPC,3GWVV0PYXYIKY0SW6FGTCYBYP66ZM3,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 9",$0.20 ,Sun Jan 20 08:03:13 PST 2019,50,BatchId:3505127;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:03:13 PST 2019,,,31JLPPHS2UUQA3VQUY0I45YIUMN3O7,A1ACYN0TN8PJBI,Submitted,Sun Jan 20 10:04:44 PST 2019,Sun Jan 20 10:17:58 PST 2019,Wed Jan 23 10:17:58 PST 2019,,,,794,0% (0/0),0% (0/0),0% (0/0),"Pleading with you for help and it would be better for us to work together.  If there is no compromization a high ranking officer must be consulted.|Consulting a higher ranking officer is not a good ideal.|You were pointing at supply containers, is there an issue?  The issue can be resolve, I must resolve it.",,
3VEI3XUCZRXXSLUZUL8SNJA3WLPRPC,3GWVV0PYXYIKY0SW6FGTCYBYP66ZM3,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 9",$0.20 ,Sun Jan 20 08:03:13 PST 2019,50,BatchId:3505127;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:03:13 PST 2019,,,326O153BMIY2G4KYT93YC2QGHX8DED,AWB26G0KYTH1T,Submitted,Sun Jan 20 10:33:09 PST 2019,Sun Jan 20 10:37:28 PST 2019,Wed Jan 23 10:37:28 PST 2019,,,,259,0% (0/0),0% (0/0),0% (0/0),There is plenty of supplies that we can share. The higher ups wont be happy if they have to fix an issue we should be able to fix ourselves.|If we can't come to a compromise I wont have any other option then to inform a higher ranking officer to figure this out|Are the supplies you were looking at over there this problem? We can figure out how to divide them up to go around for everyone. We just need to work together.,,
3VEI3XUCZRXXSLUZUL8SNJA3WLPRPC,3GWVV0PYXYIKY0SW6FGTCYBYP66ZM3,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 9",$0.20 ,Sun Jan 20 08:03:13 PST 2019,50,BatchId:3505127;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:03:13 PST 2019,,,32SVAV9L3F918Z1PKFV03AED55KA3G,A3ENCWJY6BKW87,Submitted,Sun Jan 20 10:15:03 PST 2019,Sun Jan 20 10:18:19 PST 2019,Wed Jan 23 10:18:19 PST 2019,,,,196,100% (1/1),0% (0/0),0% (0/0),"Let the Chinese officer know it would look bad for both of you I'd tou went to a higher ranked officer for help, ask him to work with you because you have pleanty of supplies |You won't have a choice if you can't compromise, tell him going to a higher ranked officer is not ideal |Let him know you can make it work if he needs supplies since you saw him pointing at it",,
3VEI3XUCZRXXSLUZUL8SNJA3WLPRPC,3GWVV0PYXYIKY0SW6FGTCYBYP66ZM3,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 9",$0.20 ,Sun Jan 20 08:03:13 PST 2019,50,BatchId:3505127;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:03:13 PST 2019,,,32ZKVD547FN6R96HQTVWYLYJNN33B2,A3NBT0WBUQ1AJ4,Submitted,Sun Jan 20 09:43:49 PST 2019,Sun Jan 20 09:48:03 PST 2019,Wed Jan 23 09:48:03 PST 2019,,,,254,0% (0/0),0% (0/0),0% (0/0),"Please help us.  We have plenty of supplies and for your platoon but I need your men to assist us if we want to succeed.  I do not want to go over your head by asking your superior officer.  It would be much better for both of us if we cooperate since we don't need the equipment onboard the planes to complete the mission.|Neither of us wants me to have to discuss this matter with your commanding officers, but I am afraid I don't have a choice if you won't agree to work with us. |I saw your pointing to those supply containers.  Are supplies your primary concern?  If so, I can help address that concern because I know that I have to if I want your support.",,
3VEI3XUCZRXXSLUZUL8SNJA3WLPRPC,3GWVV0PYXYIKY0SW6FGTCYBYP66ZM3,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 9",$0.20 ,Sun Jan 20 08:03:13 PST 2019,50,BatchId:3505127;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:03:13 PST 2019,,,33L7PJKHCGYSOS642WHDPWCG9GU8TO,A37XX32F7FC9SA,Submitted,Sun Jan 20 09:27:16 PST 2019,Sun Jan 20 09:38:01 PST 2019,Wed Jan 23 09:38:01 PST 2019,,,,645,0% (0/0),0% (0/0),0% (0/0),"We really need your assistance. Please help us, we have more than enough supplies for now. If I got to my superiors with this it's going to look bad for both of us. |It isn't a good thing for either of us, but if you can't meet me halfway on this, I will be forced to go to a higher ranking officer.|I noticed you pointing at a container of supplies earlier. If those are the issue I will do everything in my power to make it right.",,
3VEI3XUCZRXXSLUZUL8SNJA3WLPRPC,3GWVV0PYXYIKY0SW6FGTCYBYP66ZM3,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 9",$0.20 ,Sun Jan 20 08:03:13 PST 2019,50,BatchId:3505127;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:03:13 PST 2019,,,3483FV8BEEJB0FT3Q20J4V7Z38U62B,A1LO2HMG2E89FT,Submitted,Sun Jan 20 10:16:33 PST 2019,Sun Jan 20 10:19:36 PST 2019,Wed Jan 23 10:19:36 PST 2019,,,,183,0% (0/0),0% (0/0),0% (0/0),"Commander, it would be a wise decision to work with me. I have plenty of supplies and it would not be a pleasurable experience if I must go to a higher ranked office to seek help with this situation.|I know that seeking help from a higher ranked office is not ideal, but if you are not willing to compromise I have no other choice sir.|I noticed that you were pointing at the containers of supplies. Are these the issue? I can make this work if necessary.",,
3VEI3XUCZRXXSLUZUL8SNJA3WLPRPC,3GWVV0PYXYIKY0SW6FGTCYBYP66ZM3,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 9",$0.20 ,Sun Jan 20 08:03:13 PST 2019,50,BatchId:3505127;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:03:13 PST 2019,,,34BBWHLWHABD5FMB6NYFP5DTG6CIWR,A2ABOMU5VUN9NG,Submitted,Sun Jan 20 08:16:47 PST 2019,Sun Jan 20 08:18:56 PST 2019,Wed Jan 23 08:18:56 PST 2019,,,,129,0% (0/0),0% (0/0),0% (0/0),"Please work with me on this issue as we have plenty of supplies and I think we could resolve this issue without asking for others' input.|If we can't come to a beneficial compromise, I will have to refer the issue to a higher ranked officer.|I can figure out this situation if you are considering the containers of supplies.",,
3VEI3XUCZRXXSLUZUL8SNJA3WLPRPC,3GWVV0PYXYIKY0SW6FGTCYBYP66ZM3,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 9",$0.20 ,Sun Jan 20 08:03:13 PST 2019,50,BatchId:3505127;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:03:13 PST 2019,,,34MAJL3QP4NM6AL8BEL9Q7SDDVL43W,A3I742U8CHU2O6,Submitted,Sun Jan 20 09:17:45 PST 2019,Sun Jan 20 09:23:00 PST 2019,Wed Jan 23 09:23:00 PST 2019,,,,315,0% (0/0),0% (0/0),0% (0/0),"Please, I insist that your team co-operates with ours. We have supplies of our own that will cover your needs and it would be embarrassing for us if we need to take this higher.|Look, I empathize with your situation and taking this to a higher level is not my first choice, but I will have to do that if we cannot find common ground.|I saw you pointing at some of the supply crates earlier, if those are the issue then that is something we can work around.",,
