HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,33JKGHPFYCU9E43OZ15KLF7J438NM1,A7CZ34V4XNDW9,Submitted,Sun Jan 20 11:46:21 PST 2019,Sun Jan 20 11:48:39 PST 2019,Wed Jan 23 11:48:39 PST 2019,,,,138,0% (0/0),0% (0/0),0% (0/0),Please can you help us out by sparing some men for the work. This will allow us to complete this effort as quickly and effeciently as possible.|Please be courteous of others and please do not get in our way. We need to come to compromise to get this to work.|I am sorry I need to speak to your supervisor to help make a decision. We need the manpower to help out|I do not agree with you not helping out. This is going to make the situation much more difficult. We really need your assistance to get the job done. We are already stretched thin and could really utilize your cooperation in helping out.,,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,33LK57MYLT56TOUCMMC0SBDY678SZB,A376MIL4CLLH8R,Submitted,Sun Jan 20 13:00:29 PST 2019,Sun Jan 20 13:07:52 PST 2019,Wed Jan 23 13:07:52 PST 2019,,,,443,0% (0/0),0% (0/0),0% (0/0),"I understand your concern about the planes. I would probably feel the same way as you at first. I think we can work as a team here, though. We have some supplies to tie everyone over till the plane comes. No problem. We just need a few more soldiers. Let's help each other out here. What do you say?|Let's work as a team here. My commander will be asking questions, and I think it would be great to have concrete solutions for all of us on how best to carry out this mission|It's important we work together to carry out this mission because the refugees are in dire need of supplies. Let's work as a team here to help. More men are absolutely critical in order to distribute these supplies.|We are here to help the refugees. We have the suppies, but many of them will die if we don't work together as a team to get these supplies to them for their survival. How can we not do everything possible to help them?",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,345LHZDEDXSLN8FNQKCR3BQ7C8S3U1,A3TG6Z36VMR3UD,Submitted,Sun Jan 20 12:44:55 PST 2019,Sun Jan 20 12:51:41 PST 2019,Wed Jan 23 12:51:41 PST 2019,,,,406,0% (0/0),0% (0/0),0% (0/0),"I know that you are waiting on your supplies. But we have adequate supplies right now, and all we need are a few of your soldiers to carry out our mission. Would you be willing to spare them?|I think that we can reach a mutually satisfactory arrangement that will avoid my having to notify my commander and cancel the mission plan.|The refugees are experiencing a crisis right now and time is of the essence. We have the supplies. We just need a little extra manpower that you can provide. What can we do for you to make this work?|We are here to help the refugees. We have the suppies, but many of them will not make it if we don't cooperate as a team to get these supplies to them for their benefit. How can we not do everything possible to help them?",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,34YB12FSQYO34CM2CXSPVVYM3RBMGH,A1V6CP5I0TOSAR,Submitted,Sun Jan 20 09:36:02 PST 2019,Sun Jan 20 09:43:49 PST 2019,Wed Jan 23 09:43:49 PST 2019,,,,467,0% (0/0),0% (0/0),0% (0/0),"Hey, I need some of your available soldiers.  I've got the supplies, I just need manpower. |I need your guys for this mission.  I don't want to involve the Corporal, so let's just figure this out.  We've got to put our heads together. |The mission must progress and the refugees are still in need.  What else can we do here? |Man, listen. We've got the supplies.  But we need your guys now desperately, because we just don't have the manpower to do it without y'all.",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,34YB12FSQYO34CM2CXSPVVYM3RDGMD,A16VWHG05D168X,Submitted,Sun Jan 20 10:02:09 PST 2019,Sun Jan 20 10:11:55 PST 2019,Wed Jan 23 10:11:55 PST 2019,,,,586,0% (0/0),0% (0/0),0% (0/0),"Commander my team has the necessary supplies for help and. I know you have soldiers available, I ask you to save your help, keep in mind that we only need soldiers.|It is not necessary to involve a person of higher rank. We must make a commitment and fulfill it. For the mission I just need help from your Chinese team and do not throw away the plan|The mission must follow and I will enforce the plan|  for your refusal to help we will not fulfill the plan.",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,3570Y55XZPJ3YTBGV0G0PQLTC1PYGJ,A3DYCWVN5J8D2A,Submitted,Sun Jan 20 09:41:53 PST 2019,Sun Jan 20 09:49:12 PST 2019,Wed Jan 23 09:49:12 PST 2019,,,,439,0% (0/0),0% (0/0),0% (0/0),"Since you have some men available and I have necessary supplies; would you consider sparing a few to help in the effort?| I think that your team would be a great help in completing the mission, and I hope you're in agreement; that way we won't have to involve authority figures. Would you help me reach a compromise that would benefit all?|We need to go forward with the plan to help the refugees to receive the supplies. Is there any way we could work together to get that done?|We have the supplies and the only thing we lack is manpower. I can't imagine you'd want those refugees to go without, but we desperately need your help to get this done.",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,3570Y55XZPJ3YTBGV0G0PQLTC2CGYQ,A3VD6YLNV0KQRN,Submitted,Sun Jan 20 13:10:41 PST 2019,Sun Jan 20 13:12:38 PST 2019,Wed Jan 23 13:12:38 PST 2019,,,,117,0% (0/0),0% (0/0),0% (0/0),"I know you have a reserve of men. We can supply your men until your supplies arrive, I just need the manpower.|I'd like to figure this out between the two of us without getting the higher-ups involved. We both know what will happen if we go down that road.|We don't have an option, we have to push forward and I need your help. Is there anything I can do to help you with your men?|We're already stretched so thin as it is, if you don't help us we're really going to be in trouble.",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,35GCEFQ6I5O2979XW7BZK35MEQJ3Z2,A3E5LA62R563X0,Submitted,Sun Jan 20 08:01:32 PST 2019,Sun Jan 20 08:09:16 PST 2019,Wed Jan 23 08:09:16 PST 2019,,,,464,0% (0/0),0% (0/0),0% (0/0),"Listen, I know you have men available and we could greatly benefit from using a few of them. We have plenty of necessary supplies; we just need more soldiers.|We need your team to be successful. I will have to let my commander know that we cannot complete the plan, so it's ideal if we can figure out something ourselves. We have to be able to compromise.|It's important we complete this because refugees need the supplies and we need your team's help distributing. What can we do to make this work?|I can't believe you're going to let the refugees suffer. We have all the supplies, we just need your team's manpower to complete this task.",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,37FMASSAYCRLHCO0BW2J2R0865GBIQ,A37CO0N1KC1CDW,Submitted,Sun Jan 20 12:34:11 PST 2019,Sun Jan 20 12:39:44 PST 2019,Wed Jan 23 12:39:44 PST 2019,,,,333,90% (9/10),0% (0/0),0% (0/0),I really need more men and I know you can help me|If your men cannot perform then I will have to step in and do the job myself|We need to push forward. There are people needing the supplies|I am at my wits end and cannot believe you won't help,,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,37UEWGM5HT8XXD9RZM33A7OQ7PN1RG,A2EED3HLTA96CP,Submitted,Sun Jan 20 08:20:11 PST 2019,Sun Jan 20 08:24:56 PST 2019,Wed Jan 23 08:24:56 PST 2019,,,,285,100% (3/3),0% (0/0),0% (0/0),"I need a few of your extra men. I have the supplies but not the manpower!|I need your help--it's as simple as that. I go upstairs with this, the whole shebang goes belly up! There must be a way we can work this out!|Look, this mission must execute now. The refugees need our supplies, and we need your men to distribute them. Can't we make a deal?|Say WHAT? I can't believe you won't help. We have beaucoup supplies, but without your men we're screwed! We don't have the troops.",,
