HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
31SIZS5W59FISXVEUYNHNO0CWEDRQS,3GBIX9SNDOC4PKTL4PEECXLWXL4Y43,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, dme, 1",$0.25 ,Fri Oct 26 13:48:24 PDT 2018,10,BatchId:3413977;OriginalHitTemplateId:920937336;,300,259200,Tue Oct 30 13:48:24 PDT 2018,,,30X31N5D63Q5SGM4AUW1BIMPLUJSAW,A27OAV65FAM3DM,Submitted,Fri Oct 26 13:58:38 PDT 2018,Fri Oct 26 14:02:16 PDT 2018,Mon Oct 29 14:02:16 PDT 2018,,,,218,0% (0/0),0% (0/0),0% (0/0),"My commander was unable to come. He has authorized me to take his place.|My commander is not available. I am the current officer in charge of the U.S component of our coalition.|Unforunately, due to unforeseen circumstances, my commander will not make it. I am fully authorized to perform his duties today.",,
31SIZS5W59FISXVEUYNHNO0CWEDRQS,3GBIX9SNDOC4PKTL4PEECXLWXL4Y43,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response",$0.25 ,Fri Oct 26 13:48:24 PDT 2018,10,BatchId:3413977;OriginalHitTemplateId:920937336;,300,259200,Tue Oct 30 13:48:24 PDT 2018,,,3AWETUDC92SHZARGHAIMO97BLHNZIB,AA5ZDXAA2DLY1,Submitted,Fri Oct 26 13:54:52 PDT 2018,Fri Oct 26 13:56:51 PDT 2018,Mon Oct 29 13:56:51 PDT 2018,,,,119,0% (0/0),0% (0/0),0% (0/0),"He got called away on another assignment.  I am authorized to speak in his place.|He could not be here today.  I have been assigned to take his place.|Due to other pressing matters, he could not be here today.  I will lead the American coalition while he is away.",,
31SIZS5W59FISXVEUYNHNO0CWEDRQS,3GBIX9SNDOC4PKTL4PEECXLWXL4Y43,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response",$0.25 ,Fri Oct 26 13:48:24 PDT 2018,10,BatchId:3413977;OriginalHitTemplateId:920937336;,300,259200,Tue Oct 30 13:48:24 PDT 2018,,,3F1567XTNW5FAHXMQKTWKNW4XOH9QA,A3LDGQB4N1KY4E,Submitted,Fri Oct 26 14:00:16 PDT 2018,Fri Oct 26 14:03:12 PDT 2018,Mon Oct 29 14:03:12 PDT 2018,,,,176,0% (0/0),0% (0/0),0% (0/0),I'm sorry. He is unavailable.  I can handle this matter for you.|I'm sorry. He is unavailable. I am the one that was designated to deal with this issue.|I'm sorry.  Something unexpected has happened and he can not help you.  I am authorized to act on his behalf during his absence.,,
31SIZS5W59FISXVEUYNHNO0CWEDRQS,3GBIX9SNDOC4PKTL4PEECXLWXL4Y43,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response",$0.25 ,Fri Oct 26 13:48:24 PDT 2018,10,BatchId:3413977;OriginalHitTemplateId:920937336;,300,259200,Tue Oct 30 13:48:24 PDT 2018,,,3NKQQ8O39Y5J50HKJ9I3GKCJRU0UDF,A3VZFFM13AP1MF,Submitted,Fri Oct 26 13:49:24 PDT 2018,Fri Oct 26 13:52:51 PDT 2018,Mon Oct 29 13:52:51 PDT 2018,,,,207,0% (0/0),0% (0/0),0% (0/0),"He isn’t there. I will take his place in the meantime.|No, he isn’t there. I am in charge of the US component of the coalition.|He won’t be there today due to an unexpected circumstance. I will take his place during that time.",,
31SIZS5W59FISXVEUYNHNO0CWEDRQS,3GBIX9SNDOC4PKTL4PEECXLWXL4Y43,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response",$0.25 ,Fri Oct 26 13:48:24 PDT 2018,10,BatchId:3413977;OriginalHitTemplateId:920937336;,300,259200,Tue Oct 30 13:48:24 PDT 2018,,,3OONKJ5DKCJVDYZ39RFOMOWU6N1BOD,A2ZNHVDE31PEO7,Submitted,Fri Oct 26 13:56:11 PDT 2018,Fri Oct 26 14:01:07 PDT 2018,Mon Oct 29 14:01:07 PDT 2018,,,,296,0% (0/0),0% (0/0),0% (0/0),"I am taking his place because he is not here at this time.|The man you organized the mission with is not here, but I am the officer with the responsibility of the U.S. area of the coalition. |My commander was called on an unexpected situation and couldn't make it today, but I am here in his absence.",,
31SIZS5W59FISXVEUYNHNO0CWEDRQS,3GBIX9SNDOC4PKTL4PEECXLWXL4Y43,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response",$0.25 ,Fri Oct 26 13:48:24 PDT 2018,10,BatchId:3413977;OriginalHitTemplateId:920937336;,300,259200,Tue Oct 30 13:48:24 PDT 2018,,,3OS46CRSLFZKX6R5ECKU604AOFMV6D,A11BACV6DY5S8M,Submitted,Fri Oct 26 13:51:05 PDT 2018,Fri Oct 26 13:53:16 PDT 2018,Mon Oct 29 13:53:16 PDT 2018,,,,131,0% (0/0),0% (0/0),0% (0/0),"Sorry he couldn't make it, but I'm here in his place.|He couldn't make it. I am a leading officer though, and am in charge of the State's part of the coalition.|I apologize but he had an unexpected emergency. However I am in charge while he's gone.",,
31SIZS5W59FISXVEUYNHNO0CWEDRQS,3GBIX9SNDOC4PKTL4PEECXLWXL4Y43,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response",$0.25 ,Fri Oct 26 13:48:24 PDT 2018,10,BatchId:3413977;OriginalHitTemplateId:920937336;,300,259200,Tue Oct 30 13:48:24 PDT 2018,,,3P59JYT76LKH2D4FMF8CF5ZDBP62TP,A2X18OX9FCTKR8,Submitted,Fri Oct 26 14:00:56 PDT 2018,Fri Oct 26 14:03:20 PDT 2018,Mon Oct 29 14:03:20 PDT 2018,,,,144,0% (0/0),0% (0/0),0% (0/0),"He is unavailable at ther moment. I am here in his place.|He is not available today, but I am the officer in charge of the U.S. component of the coalition.|I am in charge due to unforeseen business that came up for him.",,
31SIZS5W59FISXVEUYNHNO0CWEDRQS,3GBIX9SNDOC4PKTL4PEECXLWXL4Y43,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response",$0.25 ,Fri Oct 26 13:48:24 PDT 2018,10,BatchId:3413977;OriginalHitTemplateId:920937336;,300,259200,Tue Oct 30 13:48:24 PDT 2018,,,3TMSXRD2X60259QDYGD9X6W7ND9W1R,AAIF7WKRYBDGT,Submitted,Fri Oct 26 13:57:12 PDT 2018,Fri Oct 26 13:59:11 PDT 2018,Mon Oct 29 13:59:11 PDT 2018,,,,119,0% (0/0),0% (0/0),0% (0/0),"I'm sorry he is not here, I am here in his place.|Sorry, Sir, he is not here.  I am the officer in charge of the US coalition.|I'm sorry he couldn't make it today, I am filling in during his absence.",,
31SIZS5W59FISXVEUYNHNO0CWEDRQS,3GBIX9SNDOC4PKTL4PEECXLWXL4Y43,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response",$0.25 ,Fri Oct 26 13:48:24 PDT 2018,10,BatchId:3413977;OriginalHitTemplateId:920937336;,300,259200,Tue Oct 30 13:48:24 PDT 2018,,,3VA45EW49NNU00HB7UMZGCJLKBA1OK,A27PMJIUIY9CZD,Submitted,Fri Oct 26 13:48:36 PDT 2018,Fri Oct 26 13:51:03 PDT 2018,Mon Oct 29 13:51:03 PDT 2018,,,,147,100% (1/1),100% (1/1),100% (1/1),Unfortunately he is not able to attend and I am here as his representative|Unfortunately he is not able to attend and I am the officer in charge to assist you.|Unfortunately he is not able to attend but I am more than capable of assisting you.,,
31SIZS5W59FISXVEUYNHNO0CWEDRQS,3GBIX9SNDOC4PKTL4PEECXLWXL4Y43,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response",$0.25 ,Fri Oct 26 13:48:24 PDT 2018,10,BatchId:3413977;OriginalHitTemplateId:920937336;,300,259200,Tue Oct 30 13:48:24 PDT 2018,,,3W92K5RLWUHOE2RR9TAPEUQASKC5V8,AUSDM3KALROGI,Submitted,Fri Oct 26 13:52:01 PDT 2018,Fri Oct 26 13:54:21 PDT 2018,Mon Oct 29 13:54:21 PDT 2018,,,,140,0% (0/0),0% (0/0),0% (0/0),No sir he is unavailable and I replace him.|No he is not available. I am the one who is in charge of the US component of the coalition.|He is not here today due to sudden business. I will replace him while he is absent.,,
