"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Q5FreeTextInput","Approve","Reject"
"3YLTXLH3DF6K3RGWYGWY9F8W5XXPHJ","3HID22PG0DC6NB0RPFNC31X8TK9SVZ","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 11","$0.10","Sun Nov 11 09:29:27 PST 2018","30","BatchId:3431734;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:27 PST 2018","","","30X31N5D63Q5SGM4AUW1BIMPNSISAT","A2653BIPJKEMRK","Submitted","Sun Nov 11 10:03:19 PST 2018","Sun Nov 11 10:03:46 PST 2018","Wed Nov 14 10:03:46 PST 2018","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","This won't take too long.|We don't have much time, does this have to be in private?"
"3YLTXLH3DF6K3RGWYGWY9F8W5XXPHJ","3HID22PG0DC6NB0RPFNC31X8TK9SVZ","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 11","$0.10","Sun Nov 11 09:29:27 PST 2018","30","BatchId:3431734;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:27 PST 2018","","","31JLPPHS2UUQA3VQUY0I45YIKTNO3W","A1471QMIXXBS17","Submitted","Sun Nov 11 10:04:19 PST 2018","Sun Nov 11 10:05:14 PST 2018","Wed Nov 14 10:05:14 PST 2018","","","","55","0% (0/1)","0% (0/1)","0% (0/1)","It would not be long at all.|This does not need to be in private, we do not have time for this."
"3YLTXLH3DF6K3RGWYGWY9F8W5XXPHJ","3HID22PG0DC6NB0RPFNC31X8TK9SVZ","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 11","$0.10","Sun Nov 11 09:29:27 PST 2018","30","BatchId:3431734;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:27 PST 2018","","","32AT8R96GL9P7P02GZDSBJYJUVISUD","A1FFFXF27GTQMS","Submitted","Sun Nov 11 11:17:05 PST 2018","Sun Nov 11 11:18:09 PST 2018","Wed Nov 14 11:18:09 PST 2018","","","","64","0% (0/0)","0% (0/0)","0% (0/0)","It won't take much time.|Why can't it happen here? We don't have much time."
"3YLTXLH3DF6K3RGWYGWY9F8W5XXPHJ","3HID22PG0DC6NB0RPFNC31X8TK9SVZ","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 11","$0.10","Sun Nov 11 09:29:27 PST 2018","30","BatchId:3431734;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:27 PST 2018","","","32ZKVD547FN6R96HQTVWYLYJDUFB3Q","A3IHG12D1WMW8Y","Submitted","Sun Nov 11 11:44:15 PST 2018","Sun Nov 11 11:51:34 PST 2018","Wed Nov 14 11:51:34 PST 2018","","","","439","0% (0/1)","0% (0/1)","0% (0/1)","Shouldnt take a long tiime|Do we have to do this in private? Time is running out"
"3YLTXLH3DF6K3RGWYGWY9F8W5XXPHJ","3HID22PG0DC6NB0RPFNC31X8TK9SVZ","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 11","$0.10","Sun Nov 11 09:29:27 PST 2018","30","BatchId:3431734;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:27 PST 2018","","","34QN5IT0TZRR8J9D4UT35LAB2C408F","A1D65V0LNF09MP","Submitted","Sun Nov 11 10:31:24 PST 2018","Sun Nov 11 10:32:49 PST 2018","Wed Nov 14 10:32:49 PST 2018","","","","85","0% (0/0)","0% (0/0)","0% (0/0)","It will be very quick.|Time is of the essence here, why is there a need to talk in private?"
"3YLTXLH3DF6K3RGWYGWY9F8W5XXPHJ","3HID22PG0DC6NB0RPFNC31X8TK9SVZ","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 11","$0.10","Sun Nov 11 09:29:27 PST 2018","30","BatchId:3431734;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:27 PST 2018","","","358010RM5ETXGLB1FZTK6DHUNHJVX3","ASHG4UDKXYBPK","Submitted","Sun Nov 11 09:53:15 PST 2018","Sun Nov 11 09:53:34 PST 2018","Wed Nov 14 09:53:34 PST 2018","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","It will not be lengthy.|Why must we meet alone. We are short on time."
"3YLTXLH3DF6K3RGWYGWY9F8W5XXPHJ","3HID22PG0DC6NB0RPFNC31X8TK9SVZ","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 11","$0.10","Sun Nov 11 09:29:27 PST 2018","30","BatchId:3431734;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:27 PST 2018","","","378XPAWRUCDGY2J85I2N7GG2EUIIAT","A2PEWLBATA6HAA","Submitted","Sun Nov 11 10:13:46 PST 2018","Sun Nov 11 10:14:32 PST 2018","Wed Nov 14 10:14:32 PST 2018","","","","46","0% (0/0)","0% (0/0)","0% (0/0)","It shouldn't take much of your time.|Why must we discuss this in private?  We don't have much time to spare."
"3YLTXLH3DF6K3RGWYGWY9F8W5XXPHJ","3HID22PG0DC6NB0RPFNC31X8TK9SVZ","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 11","$0.10","Sun Nov 11 09:29:27 PST 2018","30","BatchId:3431734;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:27 PST 2018","","","37WLF8U1WPQ6HVXTF86N4RTTAFK6K5","A9BVDYQU2VTIJ","Submitted","Sun Nov 11 10:34:15 PST 2018","Sun Nov 11 10:34:31 PST 2018","Wed Nov 14 10:34:31 PST 2018","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","This won't be long.|Why is it in private? We're short on time."
"3YLTXLH3DF6K3RGWYGWY9F8W5XXPHJ","3HID22PG0DC6NB0RPFNC31X8TK9SVZ","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 11","$0.10","Sun Nov 11 09:29:27 PST 2018","30","BatchId:3431734;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:27 PST 2018","","","37WLF8U1WPQ6HVXTF86N4RTTAFMK6L","A11QDNT3W7DT7K","Submitted","Sun Nov 11 11:02:40 PST 2018","Sun Nov 11 11:03:27 PST 2018","Wed Nov 14 11:03:27 PST 2018","","","","47","0% (0/0)","0% (0/0)","0% (0/0)","It will be brief, no worries.|Must this be in private? The sooner we fix this problem, the better."
"3YLTXLH3DF6K3RGWYGWY9F8W5XXPHJ","3HID22PG0DC6NB0RPFNC31X8TK9SVZ","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 11","$0.10","Sun Nov 11 09:29:27 PST 2018","30","BatchId:3431734;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:27 PST 2018","","","386CSBG1OZMSSYVOSDQK0D529L5Q6A","A21992GZ32431E","Submitted","Sun Nov 11 09:51:23 PST 2018","Sun Nov 11 09:53:00 PST 2018","Wed Nov 14 09:53:00 PST 2018","","","","97","0% (0/0)","0% (0/0)","0% (0/0)","I won't keep you long.|Why must it be privately? Time is short."
