HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
307FVKVSYRF1L9O1NNIYF4870Y6476,3MOP54T9IO9NQWBKLORC0UVJG9T0YU,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 14",$0.20 ,Sun Nov 11 09:30:52 PST 2018,30,BatchId:3431739;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:30:52 PST 2018,,,31T4R4OBOSG72XZA65UHMMGH0HM7CJ,A2J4YY4WDCXPVR,Approved,Sun Nov 11 09:34:58 PST 2018,Sun Nov 11 09:42:19 PST 2018,Wed Nov 14 09:42:19 PST 2018,2018-11-14 17:42:42 UTC,,,441,100% (9/9),0% (0/0),0% (0/0),Our medics are better suited for this task while yours excel at site security.|Since our American medics are well trained in patient care and trauma stations it would be best that they handle patient flow. |I made this plan with the belief that securing the site and protecting victims was paramount.  Since your men have superior site security experience I planned for them to secure the area and keep everyone safe while our medics run the aid stations.,,
307FVKVSYRF1L9O1NNIYF4870Y6476,3MOP54T9IO9NQWBKLORC0UVJG9T0YU,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 14",$0.20 ,Sun Nov 11 09:30:52 PST 2018,30,BatchId:3431739;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:30:52 PST 2018,,,31Z0PCVWUKFOOE1LSRP7BWGLO3M7T2,A1RAMKQ7DTZSY9,Approved,Sun Nov 11 09:35:49 PST 2018,Sun Nov 11 09:40:14 PST 2018,Wed Nov 14 09:40:14 PST 2018,2018-11-14 17:40:42 UTC,,,265,100% (3/3),0% (0/0),0% (0/0),"Our medics are trained for this task, your men can be used for security.|Our American medics are much more experienced than your medics at running aid stations and treating patients.|My initial plan was to make sure everyone is safe. The most important issue we need to face is securing the task and protecting the victims. Your men are much more experienced in security whereas my men are better suited for running the aid station with our supplies.",,
307FVKVSYRF1L9O1NNIYF4870Y6476,3MOP54T9IO9NQWBKLORC0UVJG9T0YU,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 14",$0.20 ,Sun Nov 11 09:30:52 PST 2018,30,BatchId:3431739;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:30:52 PST 2018,,,32SCWG5HIH47SMU9S0BV08FS4PI6PY,ADAQIHMKC6NVC,Approved,Sun Nov 11 09:41:29 PST 2018,Sun Nov 11 09:49:20 PST 2018,Wed Nov 14 09:49:20 PST 2018,2018-11-14 17:49:42 UTC,,,471,100% (10/10),0% (0/0),0% (0/0),"We'll stick to our expertise, and you stick to yours.|Our medics are more well-trained in this sort of thing, therefore they have more experience than your medics. I think it would be best if our medics handled the flow of patients.|Initially when I made this plan I believed that securing the site and protecting the victims was the most important task. Your men have a lot of experience in security, so I wanted them to make sure everyone is safe. We'll stick to running the aid station, our supplies are better suited for it.",,
307FVKVSYRF1L9O1NNIYF4870Y6476,3MOP54T9IO9NQWBKLORC0UVJG9T0YU,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 14",$0.20 ,Sun Nov 11 09:30:52 PST 2018,30,BatchId:3431739;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:30:52 PST 2018,,,33FBRBDW6OZB2B4TGAMN0MCCB1WC8F,A2PEWLBATA6HAA,Approved,Sun Nov 11 10:02:02 PST 2018,Sun Nov 11 10:07:37 PST 2018,Wed Nov 14 10:07:37 PST 2018,2018-11-14 18:07:43 UTC,,,335,100% (9/9),0% (0/0),0% (0/0),"While your men specialize at site security, our medics specialize in this sort of thing.|Our American medics have better experience at running aid stations and treating patients so I think our medics should handle the flow of patients.|The most important part of this plan is for the site to be secure and victims to be protected, and I think your men have the best security experience for this task. We are better suited for running the aid station.",,
307FVKVSYRF1L9O1NNIYF4870Y6476,3MOP54T9IO9NQWBKLORC0UVJG9T0YU,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 14",$0.20 ,Sun Nov 11 09:30:52 PST 2018,30,BatchId:3431739;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:30:52 PST 2018,,,33IZTU6J811HOTUXL4OFVQXNODMXSX,A2BI00T3DD07M1,Approved,Sun Nov 11 09:31:39 PST 2018,Sun Nov 11 09:34:23 PST 2018,Wed Nov 14 09:34:23 PST 2018,2018-11-14 17:34:42 UTC,,,164,100% (3/3),0% (0/0),0% (0/0),"Your men are good at security and ours are better at this sort of thing. |Our medics should handle the flow of patients because  they have more experience and are trained in running aid stations and treating patients. |Our supplies will be better suited for the aid station and you have men that are better on security. When I made the plan, I knew protecting the site and victims was imperative.",,
307FVKVSYRF1L9O1NNIYF4870Y6476,3MOP54T9IO9NQWBKLORC0UVJG9T0YU,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 14",$0.20 ,Sun Nov 11 09:30:52 PST 2018,30,BatchId:3431739;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:30:52 PST 2018,,,34QN5IT0TZRR8J9D4UT35LAB2CZ08A,A3RECFJSQ96LH5,Approved,Sun Nov 11 10:01:35 PST 2018,Sun Nov 11 10:03:47 PST 2018,Wed Nov 14 10:03:47 PST 2018,2018-11-14 18:04:42 UTC,,,132,88% (14/16),0% (0/0),0% (0/0),"Our medics are better at doing this kind of work, and your men are more suitable at site security.|Our American medics are trained at running aid stations and treating patients. They are more experienced than your medics. Our medics should handle the flow of patients.|In my planning, I believed that securing the site and protecting the victims was the most important. Your men have good experience in security so I wanted them to make sure everyone is safe. Our supplies suit better for running the aid station.",,
307FVKVSYRF1L9O1NNIYF4870Y6476,3MOP54T9IO9NQWBKLORC0UVJG9T0YU,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 14",$0.20 ,Sun Nov 11 09:30:52 PST 2018,30,BatchId:3431739;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:30:52 PST 2018,,,36PW28KO4ZW4IXHM9ZCWM1IAM18EAD,A37H9E15FCNXQQ,Approved,Sun Nov 11 09:54:02 PST 2018,Sun Nov 11 09:58:44 PST 2018,Wed Nov 14 09:58:44 PST 2018,2018-11-14 17:59:42 UTC,,,282,100% (1/1),0% (0/0),0% (0/0),"Our medics have more experience and training in providing aid, while your troops are more skilled in providing security.|Our medics are highly skilled at providing aid to the wounded. Our medics are the best trained in the world. We feel its best suited for our medics to handle patients.|The plan was made for security and treatment of the wounded being the top priorites. Your troops should handle security, and our troops should treat patients to play to our strengths.",,
307FVKVSYRF1L9O1NNIYF4870Y6476,3MOP54T9IO9NQWBKLORC0UVJG9T0YU,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 14",$0.20 ,Sun Nov 11 09:30:52 PST 2018,30,BatchId:3431739;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:30:52 PST 2018,,,39N5ACM9HENUA5W7Q7E7KI6UUQOP9Q,A1Q5RFVJKMZBEN,Approved,Sun Nov 11 09:31:07 PST 2018,Sun Nov 11 09:40:39 PST 2018,Wed Nov 14 09:40:39 PST 2018,2018-11-14 17:40:42 UTC,,,572,100% (12/12),0% (0/0),0% (0/0),"Our medics have a lot of experience in this, just as your men have a lot of security experience.|The American medics have much more training and experience doing these Humanitarian missions. We should handle the triage organization, then. |In my original plan, security was the primary concern. As your men have more security experience, I assumed it made more sense for us to focus on the medical aspect while you did security.",,
307FVKVSYRF1L9O1NNIYF4870Y6476,3MOP54T9IO9NQWBKLORC0UVJG9T0YU,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 14",$0.20 ,Sun Nov 11 09:30:52 PST 2018,30,BatchId:3431739;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:30:52 PST 2018,,,3DYGAII7PL8024DT79PT6DWJ4QSQPD,AL60E28B9HQZP,Approved,Sun Nov 11 09:33:12 PST 2018,Sun Nov 11 09:35:05 PST 2018,Wed Nov 14 09:35:05 PST 2018,2018-11-14 17:35:42 UTC,,,113,100% (13/13),0% (0/0),0% (0/0),"Our medics are more skilled at that type of task, while your men are better at site security.|Our American medics are trained in running aid stations and treating patients; they have much more experience compared to your medics. Our medics should be in charge of handling the influx of patients.|When I laid out the plan, I believed that securing the site and protection victims was the primary task. Your men have more experience in security, so I wanted them to be in charge of making sure everyone is safe. Our supplies are more suitable for running the aid station.",,
307FVKVSYRF1L9O1NNIYF4870Y6476,3MOP54T9IO9NQWBKLORC0UVJG9T0YU,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 14",$0.20 ,Sun Nov 11 09:30:52 PST 2018,30,BatchId:3431739;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:30:52 PST 2018,,,3DYGAII7PL8024DT79PT6DWJ4QVPQF,A1D65V0LNF09MP,Approved,Sun Nov 11 09:50:34 PST 2018,Sun Nov 11 09:59:28 PST 2018,Wed Nov 14 09:59:28 PST 2018,2018-11-14 17:59:43 UTC,,,534,100% (9/9),0% (0/0),0% (0/0),"In all do respect, each of our teams have weaknesses and strengths. Our medics are stronger than yours, while your site security is stronger than ours.|Our medics should handle the excess flow of patients, although the American medics are trained for running aid stations and treating patients. They do have much more experience, but the goal is the same. |When planning for this, the utmost important task was to secure the site and protect the victims. Your men are better trained for security, and we have the supplies suited for the aid station.",,
