HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
30IRMPJWDZJWHUXJHT3KR2O42BJRKB,30AWZEBKT2R6O68XHY6GS9FDM7NCAP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 5",$0.20 ,Sun Jan 20 07:55:26 PST 2019,30,BatchId:3505113;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:55:26 PST 2019,,,30BUDKLTXDV7CR55E3LFEQ2O4G15EO,A1Z5Z91DMII10Z,Submitted,Sun Jan 20 08:07:11 PST 2019,Sun Jan 20 08:11:13 PST 2019,Wed Jan 23 08:11:13 PST 2019,,,,242,0% (0/0),0% (0/0),0% (0/0),"I agree, knowing some information would be helpful now but it is imperative to wait until I can give you the full details.|We want to be able to deliver aid to the local and surrounding areas because of the current needs.|I really do not have much to discuss at this time except to say that we have some aid missions to conduct.",,
30IRMPJWDZJWHUXJHT3KR2O42BJRKB,30AWZEBKT2R6O68XHY6GS9FDM7NCAP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 5",$0.20 ,Sun Jan 20 07:55:26 PST 2019,30,BatchId:3505113;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:55:26 PST 2019,,,32XVDSJFPZXDPIEVDI70TR4LT80M2S,AFUAJWWVWPHMW,Submitted,Sun Jan 20 08:00:55 PST 2019,Sun Jan 20 08:02:36 PST 2019,Wed Jan 23 08:02:36 PST 2019,,,,101,0% (0/0),0% (0/0),0% (0/0),"I would prefer for you to wait until the end of brief.|I will be giving the locals supplies such as: food, water, and hospital equipment.|There really isn't much to tell.  I have a basic loadout for Humanitarian aid missions.",,
30IRMPJWDZJWHUXJHT3KR2O42BJRKB,30AWZEBKT2R6O68XHY6GS9FDM7NCAP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 5",$0.20 ,Sun Jan 20 07:55:26 PST 2019,30,BatchId:3505113;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:55:26 PST 2019,,,33LK57MYLT56TOUCMMC0SBDY66HSZI,A1O4W7F05T6HY0,Submitted,Sun Jan 20 07:59:05 PST 2019,Sun Jan 20 08:02:56 PST 2019,Wed Jan 23 08:02:56 PST 2019,,,,231,0% (0/0),0% (0/0),0% (0/0),"I rather wait and tell you after the end of the brief.|I will be giving you local supplies like cereal,meats,bread,water,juices and hospital supplies.|I have nothing much to tell you. I have a basic load out for humanitarian.",,
30IRMPJWDZJWHUXJHT3KR2O42BJRKB,30AWZEBKT2R6O68XHY6GS9FDM7NCAP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 5",$0.20 ,Sun Jan 20 07:55:26 PST 2019,30,BatchId:3505113;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:55:26 PST 2019,,,33OOO72IVHLU0VWHJ8XIRI8ZZ7FCTY,A11PQRJNZ2DUOF,Submitted,Sun Jan 20 09:23:33 PST 2019,Sun Jan 20 09:26:46 PST 2019,Wed Jan 23 09:26:46 PST 2019,,,,193,0% (0/0),0% (0/0),0% (0/0),"Commander, preferably I'd like to wait until the end of the brief to have the discussion.|I will be providing the local individuals with basic supples such as food, water, and hospital equipment.|There really isn't much else to brief you on. I have a basic loadout for Humanitarian aid missions.",,
30IRMPJWDZJWHUXJHT3KR2O42BJRKB,30AWZEBKT2R6O68XHY6GS9FDM7NCAP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 5",$0.20 ,Sun Jan 20 07:55:26 PST 2019,30,BatchId:3505113;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:55:26 PST 2019,,,33PPO7FECVFEW9MKPSTPXHO89Q8IDK,A33Z2265ZOIZOZ,Submitted,Sun Jan 20 08:44:10 PST 2019,Sun Jan 20 08:48:09 PST 2019,Wed Jan 23 08:48:09 PST 2019,,,,239,0% (0/0),0% (0/0),0% (0/0),"Sir, it would be best to wait until the end of the brief. This is much more important than the supplies.|We've brought food, water, and hospital equipment for the locals, along with some other supplies.|We did not bring much except a basic loadout for Humanitarian aid missions.",,
30IRMPJWDZJWHUXJHT3KR2O42BJRKB,30AWZEBKT2R6O68XHY6GS9FDM7NCAP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 5",$0.20 ,Sun Jan 20 07:55:26 PST 2019,30,BatchId:3505113;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:55:26 PST 2019,,,37FMASSAYCRLHCO0BW2J2R0865TBI3,A1FMHI1NY82HN9,Submitted,Sun Jan 20 07:58:47 PST 2019,Sun Jan 20 08:01:41 PST 2019,Wed Jan 23 08:01:41 PST 2019,,,,174,0% (0/0),0% (0/0),0% (0/0),"Just let him know that you want to wait until the end of the brief.|Let him know that you're going to give the locals food, water, hospital equipment, and other supplies.|Let him know that there isn't much more to tell. Inform him that you have a ''basic loadout for Humanitarian aid missions'' without elaborating.",,
30IRMPJWDZJWHUXJHT3KR2O42BJRKB,30AWZEBKT2R6O68XHY6GS9FDM7NCAP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 5",$0.20 ,Sun Jan 20 07:55:26 PST 2019,30,BatchId:3505113;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:55:26 PST 2019,,,38SKSKU7R1XXULAC29RDGUWDIZ7LI0,A16VWHG05D168X,Submitted,Sun Jan 20 07:56:54 PST 2019,Sun Jan 20 08:05:48 PST 2019,Wed Jan 23 08:05:48 PST 2019,,,,534,0% (0/0),0% (0/0),0% (0/0),"I prefer to wait until the final instructions to act|First I will give the population some food, first aid and other supplies|I will tell you that only now that I have the solution to this ""humanitarian mission"" and will not talk anymore, wait.",,
30IRMPJWDZJWHUXJHT3KR2O42BJRKB,30AWZEBKT2R6O68XHY6GS9FDM7NCAP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 5",$0.20 ,Sun Jan 20 07:55:26 PST 2019,30,BatchId:3505113;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:55:26 PST 2019,,,3A1PQ49WVHHK8JVO3HR9W3MKKGNH1X,A2SMEB68NUZ2Y6,Submitted,Sun Jan 20 07:57:51 PST 2019,Sun Jan 20 08:00:31 PST 2019,Wed Jan 23 08:00:31 PST 2019,,,,160,0% (0/0),0% (0/0),0% (0/0),"I'm sorry, but I would really prefer to wait until the end of the brief to discuss that.|I will be handing out supplies to the locals, such as food, water, hospital equipment.|We have a basic loadout for Humanitarian aid missions, and aside from that, there is not much to tell.",,
30IRMPJWDZJWHUXJHT3KR2O42BJRKB,30AWZEBKT2R6O68XHY6GS9FDM7NCAP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 5",$0.20 ,Sun Jan 20 07:55:26 PST 2019,30,BatchId:3505113;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:55:26 PST 2019,,,3C2NJ6JBKAHJ70ZVPJM066TLYYB2N9,A2FCB67FUDBAQV,Submitted,Sun Jan 20 08:09:46 PST 2019,Sun Jan 20 08:14:34 PST 2019,Wed Jan 23 08:14:34 PST 2019,,,,288,0% (0/0),0% (0/0),0% (0/0),"We will wait until the end of the briefing to discuss the supplies needed for the mission. |The United States will provide supplies to the locals, such as food, water and hospital equipment. |I have already told you everything you need to know. The U.S. will provide the basics for the Humanitarian aid mission.",,
30IRMPJWDZJWHUXJHT3KR2O42BJRKB,30AWZEBKT2R6O68XHY6GS9FDM7NCAP,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 5",$0.20 ,Sun Jan 20 07:55:26 PST 2019,30,BatchId:3505113;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:55:26 PST 2019,,,3DY4FPOOA1ODJPPP60NSHVV6WTSRVT,A2X4XHTGDW15RF,Submitted,Sun Jan 20 08:04:18 PST 2019,Sun Jan 20 08:08:08 PST 2019,Wed Jan 23 08:08:08 PST 2019,,,,230,0% (0/0),0% (0/0),0% (0/0),"After the brief this afternoon I will be better informed to dicuss the situation.|Locals will be receiving much needed survival resources aid.|At this point in time, be assured the Humanitarian Aid Mission will proceed as planned.",,
