HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
3OPLMF3EU5NMM2N99MY4XIW9QEZLNK,3PCKLPW22U1011F6GBRPREG3EBHGLO,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 19",$0.20 ,Sun Jan 20 07:41:35 PST 2019,30,BatchId:3505107;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:35 PST 2019,,,3D3VGR7TA0FT7GN6MQHMY03N59Z3R8,A11QDNT3W7DT7K,Submitted,Sun Jan 20 07:44:53 PST 2019,Sun Jan 20 07:46:56 PST 2019,Wed Jan 23 07:46:56 PST 2019,,,,123,100% (13/13),0% (0/0),0% (0/0),"That's fine, but please make sure they do not interfere.|It will be tough with them there, but if they are not interfering it will be fine.|Sure, but please tell them to stand aside so we can work.|If that's what needs to happen, then sure, as long as they stay in the background.",,
3OPLMF3EU5NMM2N99MY4XIW9QEZLNK,3PCKLPW22U1011F6GBRPREG3EBHGLO,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 19",$0.20 ,Sun Jan 20 07:41:35 PST 2019,30,BatchId:3505107;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:35 PST 2019,,,3P529IW9KYLDKU8M11LSDXJL27FFL3,A17V85U8PXS4LJ,Submitted,Sun Jan 20 07:50:02 PST 2019,Sun Jan 20 07:53:55 PST 2019,Wed Jan 23 07:53:55 PST 2019,,,,233,0% (0/0),0% (0/0),0% (0/0),"I do apologize, but please make sure the team stands to the side.|We will have to figure out how to accommodate them, but they can do their work provided they don't interfere.|That will be no problem so long as they stay aside from what we need to do.|I suppose that we must let them in, but they have to stay away from what we're trying to do.",,
3OPLMF3EU5NMM2N99MY4XIW9QEZLNK,3PCKLPW22U1011F6GBRPREG3EBHGLO,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 19",$0.20 ,Sun Jan 20 07:41:35 PST 2019,30,BatchId:3505107;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:35 PST 2019,,,3A7Y0R2P2OOOPQB7YAF13P602N5XJ9,A19IO40K623WY1,Submitted,Sun Jan 20 07:47:44 PST 2019,Sun Jan 20 07:57:34 PST 2019,Wed Jan 23 07:57:34 PST 2019,,,,590,0% (0/0),0% (0/0),0% (0/0),"My apologies . Please excuse me, I was making sure you weren't in the way.|The degree of difficulty will increase, however they can enter if you stay out the way.|Okay, they can enter. Please keep the entrance clear.|Alright ,if you insist.They may enter, please don't get in the way.",,
3OPLMF3EU5NMM2N99MY4XIW9QEZLNK,3PCKLPW22U1011F6GBRPREG3EBHGLO,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 19",$0.20 ,Sun Jan 20 07:41:35 PST 2019,30,BatchId:3505107;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:35 PST 2019,,,323Q6SJS8IGBYYPWAG6UL5QELQ6HFY,A1FMHI1NY82HN9,Submitted,Sun Jan 20 07:46:33 PST 2019,Sun Jan 20 07:49:28 PST 2019,Wed Jan 23 07:49:28 PST 2019,,,,175,0% (0/0),0% (0/0),0% (0/0),"Alright, I'm sorry. Just be sure that they won't be in the way.|It will be hard, but they can come inside as long as they are not in the way|Okay, they can come inside. But just make sure that they don't get in the way.|All right, if you want,they can come inside. But they can't get in the way.",,
3OPLMF3EU5NMM2N99MY4XIW9QEZLNK,3PCKLPW22U1011F6GBRPREG3EBHGLO,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 19",$0.20 ,Sun Jan 20 07:41:35 PST 2019,30,BatchId:3505107;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:35 PST 2019,,,3PJUZCGDJ6G94DXQ4QCWYWB4F9L98J,A1GKEEI844CEKI,Submitted,Sun Jan 20 07:46:25 PST 2019,Sun Jan 20 07:48:06 PST 2019,Wed Jan 23 07:48:06 PST 2019,,,,101,0% (0/0),0% (0/0),0% (0/0),"Sorry about this, but you need to move them so they are not in the way |It is going to be hard from them but they can come in if they stay out of the way|They can come, but they need to be out of the way. |I know you keep going on about this, but they can come in if they do not get in the way.",,
3OPLMF3EU5NMM2N99MY4XIW9QEZLNK,3PCKLPW22U1011F6GBRPREG3EBHGLO,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 19",$0.20 ,Sun Jan 20 07:41:35 PST 2019,30,BatchId:3505107;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:35 PST 2019,,,34YB12FSQYO34CM2CXSPVVYM3R4MGA,A1JNHHJGD0ZG1E,Submitted,Sun Jan 20 07:42:45 PST 2019,Sun Jan 20 07:46:17 PST 2019,Wed Jan 23 07:46:17 PST 2019,,,,212,0% (0/0),0% (0/0),0% (0/0),"I apologize. Please assure they do not disturb us.|It will be harder, but they are allowed to join if they are not annoying.|Yes, they can enter. Watch them so they don't bother anything.|If you say so. They are allowed in if they don't bother us.",,
3OPLMF3EU5NMM2N99MY4XIW9QEZLNK,3PCKLPW22U1011F6GBRPREG3EBHGLO,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 19",$0.20 ,Sun Jan 20 07:41:35 PST 2019,30,BatchId:3505107;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:35 PST 2019,,,3BF51CHDTVAK1UA67YN9IY3AFOGH0T,A1PTH9KTRO06EG,Submitted,Sun Jan 20 07:42:12 PST 2019,Sun Jan 20 07:44:45 PST 2019,Wed Jan 23 07:44:45 PST 2019,,,,153,0% (0/0),0% (0/0),0% (0/0),"Ok, I apologize. Just make sure they aren't in our way.|That will make things difficult, but they can come with us as long as they are out of the way.|Alright, they can enter. Just make sure they aren't in the way.|Alright, if you insist. They can come just don't let them get in our way.",,
3OPLMF3EU5NMM2N99MY4XIW9QEZLNK,3PCKLPW22U1011F6GBRPREG3EBHGLO,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 19",$0.20 ,Sun Jan 20 07:41:35 PST 2019,30,BatchId:3505107;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:35 PST 2019,,,3GDTJDAPVUBOBXGKTZG13IHOF8S8MH,A1Y4C2TYJFRF1G,Submitted,Sun Jan 20 07:54:35 PST 2019,Sun Jan 20 07:58:07 PST 2019,Wed Jan 23 07:58:07 PST 2019,,,,212,0% (0/0),0% (0/0),0% (0/0),"I apologize. Just ensure they are not in the way. |Although that may make things difficult, they can come in as long as they stay out of the way.  |If you ensure they stay out of the way, the team can come in. |Since you are insisting, they can come in as long as they stay out of the way.",,
3OPLMF3EU5NMM2N99MY4XIW9QEZLNK,3PCKLPW22U1011F6GBRPREG3EBHGLO,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 19",$0.20 ,Sun Jan 20 07:41:35 PST 2019,30,BatchId:3505107;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:35 PST 2019,,,33LK57MYLT56TOUCMMC0SBDY66GZSO,A2ABOMU5VUN9NG,Submitted,Sun Jan 20 07:48:15 PST 2019,Sun Jan 20 07:50:28 PST 2019,Wed Jan 23 07:50:28 PST 2019,,,,133,0% (0/0),0% (0/0),0% (0/0),Please ensure they have their own space and don't interfere with others.|As long as they don't interfere with others we will give them room though it adds difficulty.|They are invited in but they have to stay out of the way of others.|Since you require it they are invited to come in but must stay in their own space.,,
3OPLMF3EU5NMM2N99MY4XIW9QEZLNK,3PCKLPW22U1011F6GBRPREG3EBHGLO,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 19",$0.20 ,Sun Jan 20 07:41:35 PST 2019,30,BatchId:3505107;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:35 PST 2019,,,3RJSC4XJ10U8L1QB6WM0T10KAFQ501,A2DHULMYU99OIO,Submitted,Sun Jan 20 07:53:26 PST 2019,Sun Jan 20 07:59:28 PST 2019,Wed Jan 23 07:59:28 PST 2019,,,,362,100% (2/2),0% (0/0),0% (0/0),"Make sure they aren't in the way, I'm sorry.|They can come in as long as they stay out of the way, it will make things difficult though. |Okay, make sure they don't get in the way and they can come in|Alright, they can come in as long as they don't get in the way, if you insist.",,
