HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
3RBI0I35XE3ZIX1YAI3FIC0ZUCD3YF,3TKN0IPJXH8XW03VOMOH5VDO6MD21R,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 14",$0.25 ,Sun Jan 20 08:17:46 PST 2019,50,BatchId:3505140;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:17:46 PST 2019,,,30JNVC0OR9K8PNF5OWHOX4USSSKHQX,A3PRQ2GSU42718,Submitted,Sun Jan 20 09:05:19 PST 2019,Sun Jan 20 09:18:24 PST 2019,Wed Jan 23 09:18:24 PST 2019,,,,785,0% (0/0),0% (0/0),0% (0/0),"Your people are better at site security, and our medics are better for this type of mission.|Our medics are trained to run aid stations and treat patients. Since they have much more experience, they should handle the patients.|Securing the site and protecting victims is the most important job. Your men have good experience in security, so they should handle that part. My men are better suited to running an aid station.",,
3RBI0I35XE3ZIX1YAI3FIC0ZUCD3YF,3TKN0IPJXH8XW03VOMOH5VDO6MD21R,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 14",$0.25 ,Sun Jan 20 08:17:46 PST 2019,50,BatchId:3505140;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:17:46 PST 2019,,,30LSNF239UVRTZO4S3981YX4CZKI2C,A2EED3HLTA96CP,Submitted,Sun Jan 20 08:57:34 PST 2019,Sun Jan 20 09:01:29 PST 2019,Wed Jan 23 09:01:29 PST 2019,,,,235,100% (3/3),0% (0/0),0% (0/0),"My medics  are used to this, let us do what we do best and your men can help us out with the security.|Our medics have more experience than yours in these things, and are better trained to run an aid station and treat the population.|Our plan was to supply the aid station, but without your first-class, experienced security team protecting us we can't do a thing.",,
3RBI0I35XE3ZIX1YAI3FIC0ZUCD3YF,3TKN0IPJXH8XW03VOMOH5VDO6MD21R,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 14",$0.25 ,Sun Jan 20 08:17:46 PST 2019,50,BatchId:3505140;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:17:46 PST 2019,,,30ZX6P7VF8VNOA8AALU8DZC4PEAJ2Q,A11PQRJNZ2DUOF,Submitted,Sun Jan 20 09:10:56 PST 2019,Sun Jan 20 09:14:25 PST 2019,Wed Jan 23 09:14:25 PST 2019,,,,209,0% (0/0),0% (0/0),0% (0/0),"From my observations sir, my men are better for this type of mission. Your men are better suited for security.|My men are properly and thoroughly trained to run these aid stations and treat others. In that regard, I think it's best that my men should handle the situation.|I've always thought that security and protecting the victims was the most important job out of everything. Your men are better than mine in security so I believe you should take the honor to handle that aspect. My men are best at handling the aid stations.",,
3RBI0I35XE3ZIX1YAI3FIC0ZUCD3YF,3TKN0IPJXH8XW03VOMOH5VDO6MD21R,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 14",$0.25 ,Sun Jan 20 08:17:46 PST 2019,50,BatchId:3505140;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:17:46 PST 2019,,,33LKR6A5KEKADSMJ3B8YAMP8VAK1TT,A1H9353ES33G1Q,Submitted,Sun Jan 20 08:20:54 PST 2019,Sun Jan 20 08:23:14 PST 2019,Wed Jan 23 08:23:14 PST 2019,,,,140,0% (0/0),0% (0/0),0% (0/0),My American medics are better trained while your men are better at site security so we should set up one large station with my medics and your site security.|My medics are trained to run aid stations and treat patients so I believe they should be handling the patients.|Protecting the site is more important than treating patients. Your men are experienced in security and I believe they should be keeping the station safe. My medics are more equipped at running the station and treating patients.,,
3RBI0I35XE3ZIX1YAI3FIC0ZUCD3YF,3TKN0IPJXH8XW03VOMOH5VDO6MD21R,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 14",$0.25 ,Sun Jan 20 08:17:46 PST 2019,50,BatchId:3505140;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:17:46 PST 2019,,,34BBWHLWHABD5FMB6NYFP5DTG6CWI5,A17V85U8PXS4LJ,Submitted,Sun Jan 20 08:23:13 PST 2019,Sun Jan 20 08:26:38 PST 2019,Wed Jan 23 08:26:38 PST 2019,,,,205,0% (0/0),0% (0/0),0% (0/0),"Our medics can handle this type of mission, but your men do a better job at keeping the site secure.|Since these American medics are more skilled with patients at these aid stations than your men are, our medics should treat them.|Since we need to protect victims at the site, your men are the finest at providing that security to make the station safe; what we have brought over will better help operate that station.",,
3RBI0I35XE3ZIX1YAI3FIC0ZUCD3YF,3TKN0IPJXH8XW03VOMOH5VDO6MD21R,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 14",$0.25 ,Sun Jan 20 08:17:46 PST 2019,50,BatchId:3505140;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:17:46 PST 2019,,,358UUM7WRZ3B8ZOTO2KCBHF3ABMR72,A1A4F9XE3IQ6M0,Submitted,Sun Jan 20 08:19:35 PST 2019,Sun Jan 20 08:27:11 PST 2019,Wed Jan 23 08:27:11 PST 2019,,,,456,0% (0/0),0% (0/0),0% (0/0),"The American medics have far superior training to better suit the victims. The Chinese platoon is better equipped to provide site security.|My American medics have been intensively trained to treat patients and run aid stations globally. We will maintain one large American aid station.| Our supplies are suited to run an aid station here, but we need the site protection. The Chinese army platoon is more qualified and trained to secure the site and protect the victims - our primary objective.",,
3RBI0I35XE3ZIX1YAI3FIC0ZUCD3YF,3TKN0IPJXH8XW03VOMOH5VDO6MD21R,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 14",$0.25 ,Sun Jan 20 08:17:46 PST 2019,50,BatchId:3505140;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:17:46 PST 2019,,,35LDD5557A486YIL2OD4TNQFA8NMKF,A7CZ34V4XNDW9,Submitted,Sun Jan 20 08:21:49 PST 2019,Sun Jan 20 08:23:36 PST 2019,Wed Jan 23 08:23:36 PST 2019,,,,107,0% (0/0),0% (0/0),0% (0/0),"I know that your men are much better at the facility security while my men are better trained medics.|We have exceptional medical training to run aid stations, and I believe we are the most qualified for this job.|Our safety and security at the site is the number one priority and you are the best equipped for that job while we are best equipped for being the medical team.",,
3RBI0I35XE3ZIX1YAI3FIC0ZUCD3YF,3TKN0IPJXH8XW03VOMOH5VDO6MD21R,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 14",$0.25 ,Sun Jan 20 08:17:46 PST 2019,50,BatchId:3505140;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:17:46 PST 2019,,,36DSNE9QZ5Y1VHXFXJS5KCF7QJ2JOS,A1MAJKG546YES5,Submitted,Sun Jan 20 08:20:06 PST 2019,Sun Jan 20 08:25:18 PST 2019,Wed Jan 23 08:25:18 PST 2019,,,,312,0% (0/0),0% (0/0),0% (0/0),Our medics have been extensively trained for this type of mission while your men would be very effective at securing the site.|Our medic training is heavily focused on aid station operations and treating of patients and has been proven in actual field operations.|During planning securing the site and protection of the medics is high priority and your men would be better equipped at doing that.,,
3RBI0I35XE3ZIX1YAI3FIC0ZUCD3YF,3TKN0IPJXH8XW03VOMOH5VDO6MD21R,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 14",$0.25 ,Sun Jan 20 08:17:46 PST 2019,50,BatchId:3505140;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:17:46 PST 2019,,,36DSNE9QZ5Y1VHXFXJS5KCF7QJ6OJ1,A12PRDER2X8IX7,Submitted,Sun Jan 20 09:14:42 PST 2019,Sun Jan 20 09:18:25 PST 2019,Wed Jan 23 09:18:25 PST 2019,,,,223,0% (0/0),0% (0/0),0% (0/0),"We have medics who have had years of training, I think it would be best if we handled the medical part, and you handle the security part.|Our medics have been trained for this, they have the experience and would allow us to help our people as well as yours.|You and your men are incredibly skilled at security and we feel it would be best if you guys handled the security",,
3RBI0I35XE3ZIX1YAI3FIC0ZUCD3YF,3TKN0IPJXH8XW03VOMOH5VDO6MD21R,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 14",$0.25 ,Sun Jan 20 08:17:46 PST 2019,50,BatchId:3505140;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:17:46 PST 2019,,,37WLF8U1WPQ6HVXTF86N4RTTK8CK67,AM6TZ7QYEU6RU,Submitted,Sun Jan 20 09:15:24 PST 2019,Sun Jan 20 09:20:21 PST 2019,Wed Jan 23 09:20:21 PST 2019,,,,297,0% (0/0),0% (0/0),0% (0/0),"Sir, with all due respect, my medics here are well trained for the task at hand, your men will do better a site security.|My medics have all the proper training to run stations and treat patients.  Their experience is hard to match.  The American medics should handle all patients.|When we came across this mission we felt securing the site and protecting victims would be vital.  Your men have great experience in this field and would do a much better job at this than our American men.  Our supplies are more targeted for running the station.",,
3RBI0I35XE3ZIX1YAI3FIC0ZUCD3YF,3TKN0IPJXH8XW03VOMOH5VDO6MD21R,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 14",$0.25 ,Sun Jan 20 08:17:46 PST 2019,50,BatchId:3505140;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:17:46 PST 2019,,,39ASUFLU6X7GEAPFK94A69T8XFFEXB,A33Z2265ZOIZOZ,Submitted,Sun Jan 20 09:05:13 PST 2019,Sun Jan 20 09:08:10 PST 2019,Wed Jan 23 09:08:10 PST 2019,,,,177,0% (0/0),0% (0/0),0% (0/0),"My medics are better trained and we should have one large aid station so that your men, who are better at security, can adequately protect us.|American medics are much more experienced and are trained to run aid stations. My medics should take care of patients.|Securing the site and protecting the patients is the top priority. Your men have great experience at security and our supplies are best suited for running an aid station.",,
3RBI0I35XE3ZIX1YAI3FIC0ZUCD3YF,3TKN0IPJXH8XW03VOMOH5VDO6MD21R,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 14",$0.25 ,Sun Jan 20 08:17:46 PST 2019,50,BatchId:3505140;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:17:46 PST 2019,,,39GAF6DQWR0PQKQ8868DB4DTSV1V14,AAPN98GLGFZZR,Submitted,Sun Jan 20 08:55:50 PST 2019,Sun Jan 20 09:02:24 PST 2019,Wed Jan 23 09:02:24 PST 2019,,,,394,0% (0/0),0% (0/0),0% (0/0),"Having two separate aid station will slow everything down. It will be more efficient to allocate all supplies to one major aid station and have my men work it as they have been trained extensively in medical aid. Things will run more smoothly if we work the aid station and you have your men work security|American medics have been trained extensively for situations exactly like this, the Chinese medics do not have the same experience our men do. We will be able to handle the patients quickly, it will be better for everyone if the Americans solely handle the aid station |Security the site is of upmost importance to us right now, making sure everyone in this camp is safe is the best thing to do right now. The Chinese military has great experience in security and it will make everyone feel safe if your men focus on securing the site. We have supplies that are better suited to run the aid station. Dividing the tasks like this will ensure that everything goes smoothly and efficiently.",,
3RBI0I35XE3ZIX1YAI3FIC0ZUCD3YF,3TKN0IPJXH8XW03VOMOH5VDO6MD21R,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 14",$0.25 ,Sun Jan 20 08:17:46 PST 2019,50,BatchId:3505140;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:17:46 PST 2019,,,39U1BHVTDLR6NV0YQFMHYF45TUY3TN,A2FELQI1CFT3EH,Submitted,Sun Jan 20 08:21:27 PST 2019,Sun Jan 20 08:29:51 PST 2019,Wed Jan 23 08:29:51 PST 2019,,,,504,0% (0/0),0% (0/0),0% (0/0),"Sir, I strongly believe and advise to allow our medics to provide aid at the station. I have no doubt in my mind that your medics are hard working and life saver, however our medics would be better served there as they have been put through the most renowned training of medics and your men have been put through the most renowned training of security, with your cooperation we will optimize our effeciency.|Our medics have proven to be best trained and most expierenced, allow us to treat the patients|We have an abundance of medical supply that our medics are ready to put to use. Your men are more effecient and greatly trained in combat and security, if we give our men the correct roles then we will be much more effecient sir.",,
3RBI0I35XE3ZIX1YAI3FIC0ZUCD3YF,3TKN0IPJXH8XW03VOMOH5VDO6MD21R,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 14",$0.25 ,Sun Jan 20 08:17:46 PST 2019,50,BatchId:3505140;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:17:46 PST 2019,,,39ZSFO5CA8WW8MHCT54EJI7W85QJU5,AW1QY7Q83DYCJ,Submitted,Sun Jan 20 08:20:36 PST 2019,Sun Jan 20 08:26:23 PST 2019,Wed Jan 23 08:26:23 PST 2019,,,,347,0% (0/0),0% (0/0),0% (0/0),We have specially trained medics to handle these situations in our secure facility|Our medics are specialized in managing the aid station and needs of patients. They are the most qualified team to handle the patients|Our first priorities were assumed to be securing the site and protecting victims. My team is most qualified for the security of the station while your supplies are essential for the aid station.,,
3RBI0I35XE3ZIX1YAI3FIC0ZUCD3YF,3TKN0IPJXH8XW03VOMOH5VDO6MD21R,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 14",$0.25 ,Sun Jan 20 08:17:46 PST 2019,50,BatchId:3505140;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:17:46 PST 2019,,,3A1PQ49WVHHK8JVO3HR9W3MKKGP1HJ,A1Y4C2TYJFRF1G,Submitted,Sun Jan 20 08:18:59 PST 2019,Sun Jan 20 08:25:34 PST 2019,Wed Jan 23 08:25:34 PST 2019,,,,395,0% (0/0),0% (0/0),0% (0/0),"Because of the type of training our men have already had, I believe your soldiers should provide security and my soldiers medical assistance. |Due to my soldiers specifically being trained to run aid stations, they are more experienced for this specific assignment and should treat the patients. |When I made this plan, the safety and security of the victims was my utmost concern. Because of this, your soldiers are best suited to provide security and mine to run the aid station and treat the patients.",,
3RBI0I35XE3ZIX1YAI3FIC0ZUCD3YF,3TKN0IPJXH8XW03VOMOH5VDO6MD21R,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 14",$0.25 ,Sun Jan 20 08:17:46 PST 2019,50,BatchId:3505140;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:17:46 PST 2019,,,3B837J3LDOWXRX8LC5IN68BZXPZRSP,A33SAXWXELZUZ9,Submitted,Sun Jan 20 08:22:40 PST 2019,Sun Jan 20 08:28:06 PST 2019,Wed Jan 23 08:28:06 PST 2019,,,,326,0% (0/0),0% (0/0),0% (0/0),"In this situation, my medics are better trained in natural disaster and your men are better suited for site security.|Our American medics have been extensively trained to run aid stations and treat patients compared to your team's medics and therefore I believe the American medics should run the aid stations.|Your men have good experience in security and when I made this plan I thought securing the site and protecting victims is the most important job. Our supplies are more suited to run an aid station and your men are more suited to handle security.",,
3RBI0I35XE3ZIX1YAI3FIC0ZUCD3YF,3TKN0IPJXH8XW03VOMOH5VDO6MD21R,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 14",$0.25 ,Sun Jan 20 08:17:46 PST 2019,50,BatchId:3505140;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:17:46 PST 2019,,,3DBQWDE4Y6YB6XII72OY4DWXI85N5Y,A1EOVMNNT8Q370,Submitted,Sun Jan 20 08:56:46 PST 2019,Sun Jan 20 09:00:18 PST 2019,Wed Jan 23 09:00:18 PST 2019,,,,212,0% (0/0),0% (0/0),0% (0/0),"My medical officers are better qualified for this type of mission and you men should be on security. |My men have far more experience and training for this type of mission, you medics do not have the proper training and my men are better for the task. |Protecting our victims is more important, your men are great at handling security, and they should keep the station safe, my supplies are for the aid station.",,
