"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Q5FreeTextInput","Approve","Reject"
"36FFXPMST9O2IR4VJGJJKF36VS1HOU","31OVKNPS1SCJ200WFPS8P3GM0TBSW9","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 2","$0.20","Sun Nov 11 09:15:02 PST 2018","50","BatchId:3431704;OriginalHitTemplateId:920937336;","360","259200","Thu Nov 15 09:15:02 PST 2018","","","30LSNF239UVRTZO4S3981YX427L2I3","A24GEOADJCH50","Submitted","Sun Nov 11 16:26:32 PST 2018","Sun Nov 11 16:30:47 PST 2018","Wed Nov 14 16:30:47 PST 2018","","","","255","0% (0/0)","0% (0/0)","0% (0/0)","He's not here, so I'm in his place.|No sir, he is not present, I am currently the man in charge of the U.S. part of this group.|He couldn't be here today because of some unexpected task. I'm in charge while he's out."
"36FFXPMST9O2IR4VJGJJKF36VS1HOU","31OVKNPS1SCJ200WFPS8P3GM0TBSW9","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 2","$0.20","Sun Nov 11 09:15:02 PST 2018","50","BatchId:3431704;OriginalHitTemplateId:920937336;","360","259200","Thu Nov 15 09:15:02 PST 2018","","","31UV0MXWNQCJSW7RAMB6Z50GMHFI5N","AYSTT1A9C2DAU","Submitted","Sun Nov 11 17:04:24 PST 2018","Sun Nov 11 17:05:49 PST 2018","Wed Nov 14 17:05:49 PST 2018","","","","85","0% (0/0)","0% (0/0)","0% (0/0)","He's not present, I'm taking over for him right now.|I'm in charge of the American section of the coalition currently, because he is not available.|He couldn't show up because sudden errands came up for him. I will be in his place while he's gone."
"36FFXPMST9O2IR4VJGJJKF36VS1HOU","31OVKNPS1SCJ200WFPS8P3GM0TBSW9","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 2","$0.20","Sun Nov 11 09:15:02 PST 2018","50","BatchId:3431704;OriginalHitTemplateId:920937336;","360","259200","Thu Nov 15 09:15:02 PST 2018","","","326O153BMIY2G4KYT93YC2QG74BDEK","A25X5G0INDOHQZ","Submitted","Sun Nov 11 10:33:16 PST 2018","Sun Nov 11 10:34:51 PST 2018","Wed Nov 14 10:34:51 PST 2018","","","","95","0% (0/0)","0% (0/0)","0% (0/0)","He isn’t here.  I am now in charge.|I am the leading officer now for the U.S. portion.  He is not present.|Something unexpected came up and he can’t be here today, so I’ll be in charge while he’s away."
"36FFXPMST9O2IR4VJGJJKF36VS1HOU","31OVKNPS1SCJ200WFPS8P3GM0TBSW9","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 2","$0.20","Sun Nov 11 09:15:02 PST 2018","50","BatchId:3431704;OriginalHitTemplateId:920937336;","360","259200","Thu Nov 15 09:15:02 PST 2018","","","3300DTYQT2HW5DO3YV9IC1XFQJBQED","AOS2PVHT2HYTL","Submitted","Sun Nov 11 13:07:07 PST 2018","Sun Nov 11 13:12:54 PST 2018","Wed Nov 14 13:12:54 PST 2018","","","","347","0% (0/0)","0% (0/0)","0% (0/0)","He is not here today.  He has authorized me to meet with you in his place.|He could not be here today.  As the officer in charge of the U.S. component of the coalition, I am meeting with you.|He was unable to make it today, and has asked me to be here in his place."
"36FFXPMST9O2IR4VJGJJKF36VS1HOU","31OVKNPS1SCJ200WFPS8P3GM0TBSW9","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 2","$0.20","Sun Nov 11 09:15:02 PST 2018","50","BatchId:3431704;OriginalHitTemplateId:920937336;","360","259200","Thu Nov 15 09:15:02 PST 2018","","","33F859I566DLLHDG5EKY2FZTW06BH8","A3DRUWAFHR7605","Submitted","Sun Nov 11 13:53:48 PST 2018","Sun Nov 11 13:55:19 PST 2018","Wed Nov 14 13:55:19 PST 2018","","","","91","0% (0/0)","0% (0/0)","0% (0/0)","No, he is not here, so I will be taking his place.|I am currently the officer in chard of the U.S. component of the coalition because he is not here.|I will be in charge in his absence because he had unexpected business come up."
"36FFXPMST9O2IR4VJGJJKF36VS1HOU","31OVKNPS1SCJ200WFPS8P3GM0TBSW9","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 2","$0.20","Sun Nov 11 09:15:02 PST 2018","50","BatchId:3431704;OriginalHitTemplateId:920937336;","360","259200","Thu Nov 15 09:15:02 PST 2018","","","33IZTU6J811HOTUXL4OFVQXNOE1XSE","AGBJ0CII95EIU","Submitted","Sun Nov 11 18:33:09 PST 2018","Sun Nov 11 18:35:42 PST 2018","Wed Nov 14 18:35:42 PST 2018","","","","153","0% (0/0)","0% (0/0)","0% (0/0)","He isn't here so I am filling in for him. |Because he isn't here I am the the officer in charge of the US component of the coalition. |Due to an unexpected business trip, he couldn't make it in. I will be in charge until he returns."
"36FFXPMST9O2IR4VJGJJKF36VS1HOU","31OVKNPS1SCJ200WFPS8P3GM0TBSW9","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 2","$0.20","Sun Nov 11 09:15:02 PST 2018","50","BatchId:3431704;OriginalHitTemplateId:920937336;","360","259200","Thu Nov 15 09:15:02 PST 2018","","","34PGFRQONOB90Q6HO5JF16STJS8JWF","ASHG4UDKXYBPK","Submitted","Sun Nov 11 10:04:42 PST 2018","Sun Nov 11 10:05:38 PST 2018","Wed Nov 14 10:05:38 PST 2018","","","","56","0% (0/0)","0% (0/0)","0% (0/0)","He is not here. I will answer for him.|He is not here today, but I am the officer in charge.|He couldn't make it due to pressing business. I will be the officer in charge while he is gone."
"36FFXPMST9O2IR4VJGJJKF36VS1HOU","31OVKNPS1SCJ200WFPS8P3GM0TBSW9","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 2","$0.20","Sun Nov 11 09:15:02 PST 2018","50","BatchId:3431704;OriginalHitTemplateId:920937336;","360","259200","Thu Nov 15 09:15:02 PST 2018","","","34PGFRQONOB90Q6HO5JF16STJTEJWN","A2XSAXIF7464SX","Submitted","Sun Nov 11 17:54:24 PST 2018","Sun Nov 11 17:57:52 PST 2018","Wed Nov 14 17:57:52 PST 2018","","","","208","0% (0/0)","0% (0/0)","0% (0/0)","No, he couldn't come. I'm his replacement.|He couldn't be here. I'm in command of the American side of the mission.|My commander was suddenly called away on business. I'll act in his place until he returns."
"36FFXPMST9O2IR4VJGJJKF36VS1HOU","31OVKNPS1SCJ200WFPS8P3GM0TBSW9","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 2","$0.20","Sun Nov 11 09:15:02 PST 2018","50","BatchId:3431704;OriginalHitTemplateId:920937336;","360","259200","Thu Nov 15 09:15:02 PST 2018","","","34Z02EIMISDA63117S4YWH6YGPP0T4","A9BVDYQU2VTIJ","Submitted","Sun Nov 11 10:32:31 PST 2018","Sun Nov 11 10:33:13 PST 2018","Wed Nov 14 10:33:13 PST 2018","","","","42","0% (0/0)","0% (0/0)","0% (0/0)","Sorry he's not coming. I'm here in his place.|I am in charge of the US component coalition right now. He's not here.|He won't make it today because of some unexpected business. I am in charge in his stead."
"36FFXPMST9O2IR4VJGJJKF36VS1HOU","31OVKNPS1SCJ200WFPS8P3GM0TBSW9","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 2","$0.20","Sun Nov 11 09:15:02 PST 2018","50","BatchId:3431704;OriginalHitTemplateId:920937336;","360","259200","Thu Nov 15 09:15:02 PST 2018","","","351SEKWQS0H0SSCBA7RHPAVPG64DMB","A37CO0N1KC1CDW","Submitted","Sun Nov 11 10:57:53 PST 2018","Sun Nov 11 11:00:28 PST 2018","Wed Nov 14 11:00:28 PST 2018","","","","155","0% (0/0)","0% (0/0)","0% (0/0)","They aren't able to help |He went missing and I need to do the job|There might be help coming later from the base"
