HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3E1QT0TDFP92FEQT8KI9BPA7YZBI8E,A134N11F0UGP1O,Submitted,Sun Jan 20 08:43:26 PST 2019,Sun Jan 20 08:43:51 PST 2019,Wed Jan 23 08:43:51 PST 2019,,,,25,0% (0/0),0% (0/0),0% (0/0),"Fine, do whatever you want.|I don't think this is the best idea, but do so if you must.|Yes,  the film team can come in.|If you must, the team can come in.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3HHRAGRYX85CP5K6B71SVI14UESO94,AIHVLBHJROONN,Submitted,Sun Jan 20 08:46:28 PST 2019,Sun Jan 20 08:46:54 PST 2019,Wed Jan 23 08:46:54 PST 2019,,,,26,0% (0/0),0% (0/0),0% (0/0),"You can do whatever you want. |I'll let you film, but I have reservations.|The film team can come in. |If you insist, the film team can come in.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,352YTHGROVD10IS7QZABU1TNW014H1,ALOYY3E72AQ1K,Submitted,Sun Jan 20 08:50:14 PST 2019,Sun Jan 20 08:51:13 PST 2019,Wed Jan 23 08:51:13 PST 2019,,,,59,0% (0/0),0% (0/0),0% (0/0),"That's fine, you can do what you want.|I'm still not sure this is the best thing to do, but you can go ahead and film.|The film team can come on in.|If you insist, I'll let the film team come in.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3TYCR1GOTCJJPBZM2DFZGPZ3ECCZLE,AGQ9OEI9LOVZY,Submitted,Sun Jan 20 08:51:12 PST 2019,Sun Jan 20 08:52:12 PST 2019,Wed Jan 23 08:52:12 PST 2019,,,,60,0% (0/0),0% (0/0),0% (0/0),"You can do whatever you like.|You can film as long as it doesn't cause any problems.|Your film team can come inside.|If you insist, the film team can come inside.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3MAOD8E57QAK8G2SD87TWWNHB7FNX8,A3OLRWACCCCUTU,Submitted,Sun Jan 20 08:59:35 PST 2019,Sun Jan 20 09:00:38 PST 2019,Wed Jan 23 09:00:38 PST 2019,,,,63,0% (0/0),0% (0/0),0% (0/0),"That's fine, you can proceed how you'd like.|I'm not totally sold, but you go can ahead and film.|The film team can come on in.|If it's that important to you, they can go come in to film.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3ZSY5X72NXBIT5GS5O1EM31Y00XORQ,A2SMEB68NUZ2Y6,Submitted,Sun Jan 20 08:33:44 PST 2019,Sun Jan 20 08:34:54 PST 2019,Wed Jan 23 08:34:54 PST 2019,,,,70,0% (0/0),0% (0/0),0% (0/0),"Do whatever you want to do. |I'll let you film, but I have reservations. |Your film team can come in. |If you really want, the film team can come in.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3O7L7BFSHEPJOF0KLN493Z6T929EI9,ASI6KXF2GAUTQ,Submitted,Sun Jan 20 08:46:41 PST 2019,Sun Jan 20 08:47:53 PST 2019,Wed Jan 23 08:47:53 PST 2019,,,,72,0% (0/0),0% (0/0),0% (0/0),"Sir, I will let you use your judgement to decide what your team does.|I have some concerns, but of course your team can film.|Yes, your film team can come in.|If you think it is wise, your film team can come in.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,39KFRKBFINVRQ6SEJJT8UZUV3NDOYT,A1EOVMNNT8Q370,Submitted,Sun Jan 20 08:48:15 PST 2019,Sun Jan 20 08:49:28 PST 2019,Wed Jan 23 08:49:28 PST 2019,,,,73,0% (0/0),0% (0/0),0% (0/0),Sure do whatever you'd like.|I have a reservation but I'll allow you to film.|The film team may now enter.|Since you insist go ahead and come on in.,,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,39L1G8WVWQR5EBOPOW27S9LA1B913E,A2EED3HLTA96CP,Submitted,Sun Jan 20 08:47:23 PST 2019,Sun Jan 20 08:48:37 PST 2019,Wed Jan 23 08:48:37 PST 2019,,,,74,100% (3/3),0% (0/0),0% (0/0),"Do what you must.|I have my doubts, but go ahead and film.|Bring in your team to film.|If you insist you can bring in the filming team.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,392CY0QWG1R1WD3RWHSWUDU2WDGI48,A2MHM7JK1T9XHR,Submitted,Sun Jan 20 08:57:52 PST 2019,Sun Jan 20 08:59:08 PST 2019,Wed Jan 23 08:59:08 PST 2019,,,,76,0% (0/0),0% (0/0),0% (0/0),"Do whatever you need to.|I'm not sure that's the best idea but I suppose it's okay.|Your film team can go on in.|If it's that important, you can film.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3WYP994K17R110MAJN7EDZ84INIY6D,A3E5LA62R563X0,Submitted,Sun Jan 20 08:34:51 PST 2019,Sun Jan 20 08:36:08 PST 2019,Wed Jan 23 08:36:08 PST 2019,,,,77,0% (0/0),0% (0/0),0% (0/0),"Go ahead and do whatever you like.|I don't feel great about this, but it's okay if you film.|Let the film team in here.|The film team can be in here if you're going to insist on it.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,386CSBG1OZMSSYVOSDQK0D52JE36QK,A1ZE52NWZPN85P,Submitted,Sun Jan 20 08:50:31 PST 2019,Sun Jan 20 08:51:48 PST 2019,Wed Jan 23 08:51:48 PST 2019,,,,77,0% (0/0),0% (0/0),0% (0/0),"Go right ahead, sir.|I'm not happy about it, but I'll allow you to film.|Your men can come in and film.|Well if you insist, you may come in.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3MB8LZR5BFTO0G002CCPTABQA3ZLKE,AGWRA2WBNN92I,Submitted,Sun Jan 20 08:47:45 PST 2019,Sun Jan 20 08:49:04 PST 2019,Wed Jan 23 08:49:04 PST 2019,,,,79,0% (0/0),0% (0/0),0% (0/0),"I think you can do whatever you want.|I think it's a distraction, but you can film.|The film team is welcome inside.|If you can't complete your mission without the film team, they are welcome inside.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3VHP9MDGRNKKHQEGOOSTAETY8Y4FCQ,A1HH3ZNP1JP6KP,Submitted,Sun Jan 20 08:41:37 PST 2019,Sun Jan 20 08:43:16 PST 2019,Wed Jan 23 08:43:16 PST 2019,,,,99,0% (0/0),0% (0/0),0% (0/0),"Do whatever you want.|I don't agree with this, but I guess you can film in there.|The film team can come in.|I guess if you insist on it, the film team can come inside.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3R08VXYT7CVGGV5FNWUIYGNK2Q3W7C,A8E99XNOTT390,Submitted,Sun Jan 20 08:49:31 PST 2019,Sun Jan 20 08:51:10 PST 2019,Wed Jan 23 08:51:10 PST 2019,,,,99,0% (0/0),0% (0/0),0% (0/0),"You are welcome to do what you feel is best.|Although I do have some concerns, it is fine if you would like to film the aid station.|You can have the film team come in now.|Bring the film team in if you insist.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,31N2WW6R9RQW4QIXVVHSHBP42LR3FG,A2V1A5JKWJ9WG0,Submitted,Sun Jan 20 08:43:27 PST 2019,Sun Jan 20 08:45:08 PST 2019,Wed Jan 23 08:45:08 PST 2019,,,,101,0% (0/0),0% (0/0),0% (0/0),"You can do whatever you want. |I have my reservations, but, you may film. |The film team is welcome in. |If you insist, the film team may come in.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,378XPAWRUCDGY2J85I2N7GG2ONBAIA,A384LXM7PME1C8,Submitted,Sun Jan 20 08:40:36 PST 2019,Sun Jan 20 08:42:21 PST 2019,Wed Jan 23 08:42:21 PST 2019,,,,105,0% (0/0),0% (0/0),0% (0/0),"We do not mind anyone filming and please let us know if you need anything else|I am hesitant about it being a distraction but I will permit you to film if the distractions are minimal.|The team can certainly come and film what we do here.|If you absolutely insist, I suppose I could permit the film team to come in.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3EWIJTFFVO78HKJ4HXF3XV6XN8SE0E,AUB2Y2EREGBUZ,Submitted,Sun Jan 20 08:44:47 PST 2019,Sun Jan 20 08:46:51 PST 2019,Wed Jan 23 08:46:51 PST 2019,,,,124,0% (0/0),0% (0/0),0% (0/0),"You are free to do whatever you want.|I have reservations, but I will allow you to film this time.|The film crew can come in when they are ready.|If you must insist, the film crew can be permitted entrance.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3PDJHANYK5GFF5WL9N3QRZD1SR66HN,A1FOZ4Y26FB6RP,Submitted,Sun Jan 20 08:37:09 PST 2019,Sun Jan 20 08:39:32 PST 2019,Wed Jan 23 08:39:32 PST 2019,,,,143,0% (0/0),0% (0/0),0% (0/0),"You know we are in control of this aid station, right? You can do what you want I guess|This is not a good idea Sir and I am not okay with it|The filming team can do a better Job and they are willing |Sir, if you insist, then the filming team has to do that. Its the only way i am gonna let it happen",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,38JBBYETQOAPG8150Y259YWA4K9E4V,A2SAE8KJY4HF8Y,Submitted,Sun Jan 20 09:00:19 PST 2019,Sun Jan 20 09:02:42 PST 2019,Wed Jan 23 09:02:42 PST 2019,,,,143,0% (0/0),0% (0/0),0% (0/0),"Yeah, I guess that would be alright as long as everyone else agrees to it.|I already have reservations, but you can film for now.|Of course the film team can come in!|I mean if you think that's what's best, I suppose they can come in.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3EO896NRAWVH892NT0E4EMLUPRLJTG,A2WKZI3JQCE3Z6,Submitted,Sun Jan 20 08:48:10 PST 2019,Sun Jan 20 08:50:39 PST 2019,Wed Jan 23 08:50:39 PST 2019,,,,149,0% (0/0),0% (0/0),0% (0/0),"Whatever you do is up to you.|I'm not too happy with you filming but go ahead.|Bring your team in.|If you absolutely must, bring the film team in.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3OONKJ5DKCJVDYZ39RFOMOWUIEXBO3,A3I742U8CHU2O6,Submitted,Sun Jan 20 09:14:05 PST 2019,Sun Jan 20 09:16:35 PST 2019,Wed Jan 23 09:16:35 PST 2019,,,,150,0% (0/0),0% (0/0),0% (0/0),"In the spirit of US-Chinese co-operation, please feel free to do what you think is necessary.|I am not comfortable allowing you to film, but if you feel it necessary then you can do.|I'll allow you to film, please tell your film crew that they can enter.|I am not happy with a film crew being here, but if it is something you insist upon, then you can invite them in.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,38F71OA9GTWXQCQ71DM7DAYA2C8MFF,A17SWXSZOWCC3M,Submitted,Sun Jan 20 08:50:39 PST 2019,Sun Jan 20 08:53:10 PST 2019,Wed Jan 23 08:53:10 PST 2019,,,,151,0% (0/0),0% (0/0),0% (0/0),"Just do whatever you want.|I am not happy about the situation, but you may film.|Yes, the film team may enter. |Since you keep insisting, the film team may come in.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,32EYX73OY09D6A0P1ADNL9TNIMMRU7,A3RT82GOZ3OGJO,Submitted,Sun Jan 20 08:49:53 PST 2019,Sun Jan 20 08:52:28 PST 2019,Wed Jan 23 08:52:28 PST 2019,,,,155,0% (0/0),0% (0/0),0% (0/0),You are free to do whatever you need to do.|I'd rather you didn't but I will allow it.|Sure bring them in and let them film.|If you are intent upon doing it then they can come in.,,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,351SEKWQS0H0SSCBA7RHPAVPQZSMD4,A33Z2265ZOIZOZ,Submitted,Sun Jan 20 08:50:28 PST 2019,Sun Jan 20 08:53:12 PST 2019,Wed Jan 23 08:53:12 PST 2019,,,,164,0% (0/0),0% (0/0),0% (0/0),"Sir, it is at your discretion. |Sir, it is at your discretion to film, however I am concerned about the footage revealing too much information.|Absolutely, filming the humanitarian aid mission would be great.|Sir, I advise against it; however,  if you insist the film team can come.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3OWEPKL089CQT1W1VV3V2XAT9EZN7C,A2PI9LM5X9ET39,Submitted,Sun Jan 20 08:59:47 PST 2019,Sun Jan 20 09:02:33 PST 2019,Wed Jan 23 09:02:33 PST 2019,,,,166,0% (0/0),0% (0/0),0% (0/0),"Do whatever you think is best.|I'm not sure that it's a good idea to film this, but I'll allow it.|It's okay to let the film team in.|If you feel like you have to have this filmed, it's okay for the team to come in.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3NAPMVF0ZWFU4F789C5BA97VYJ8270,A1A006227X28SA,Submitted,Sun Jan 20 08:39:23 PST 2019,Sun Jan 20 08:42:15 PST 2019,Wed Jan 23 08:42:15 PST 2019,,,,172,0% (0/0),0% (0/0),0% (0/0),"Do whatever you want. We're all here to help these refugees.|I'm not so sure about this, but given that you're helping with this refugee situation, I'll let you film it.|You and your film team can come into the aid station. |I hear your insistence, and although I'm reluctant to do it, I'll allow the film team to come in.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3A1PQ49WVHHK8JVO3HR9W3MKKGS1HM,A35ZWJQ7GJHXUD,Submitted,Sun Jan 20 09:03:05 PST 2019,Sun Jan 20 09:06:00 PST 2019,Wed Jan 23 09:06:00 PST 2019,,,,175,0% (0/0),0% (0/0),0% (0/0),"It won't matter if you decide to film or not.|Okay, we can let you film it. However, we have a list of criteria that should be satisfied.|We will allow the film team to enter the premises.|If you are certain about the pros and cons, we can allow the film team to enter the premises.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,323Q6SJS8IGBYYPWAG6UL5QELQBHF3,A1FNKCG8WIUHC7,Submitted,Sun Jan 20 09:16:05 PST 2019,Sun Jan 20 09:19:11 PST 2019,Wed Jan 23 09:19:11 PST 2019,,,,186,0% (0/0),0% (0/0),0% (0/0),"Hello comrade, you are free to order your men as you wish but I hope it's in the best interest of the mission at hand.|The filming of this concerns me since it is not core to mission success however I am okay with you filming.|Your film team may begin as long as it doesn't interfere with the mission.|I understand you have strong feelings on this, so please have them come in.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3VJ40NV2QINV9KTK9D69MI2GOLUOT3,A33SAXWXELZUZ9,Submitted,Sun Jan 20 08:33:56 PST 2019,Sun Jan 20 08:37:22 PST 2019,Wed Jan 23 08:37:22 PST 2019,,,,206,0% (0/0),0% (0/0),0% (0/0),"If you feel it is necessary to film, then proceed.|I have some reservations about filming this, but in this situation, I will allow it.|You can tell your film team that they can come in.|If you insist on filming, then your team can come in.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3KKG4CDWKIY8LCAOSNMJHKVZDNT94G,ANNVWKERLZG9A,Submitted,Sun Jan 20 08:59:16 PST 2019,Sun Jan 20 09:02:44 PST 2019,Wed Jan 23 09:02:44 PST 2019,,,,208,0% (0/0),0% (0/0),0% (0/0),"You are allowed to make decisions regarding your process.|I have concerns regarding your involvement. However, you are allowed entry into the tent.|Your film team is also allowed entry into the tent.|Your film team will be granted permission to enter the tent, if you require it.",,
3H5TOKO3D9JIH9AW4DD69Q8C92G461,3F4CSA8LJO84LLLR7QOVAENTYSR228,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 18",$0.25 ,Sun Jan 20 08:33:08 PST 2019,50,BatchId:3505153;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:33:08 PST 2019,,,3OXV7EAXLEQ0LXPMU2EON5CR9MO36D,A24TZJJTNK7XRS,Submitted,Sun Jan 20 08:42:15 PST 2019,Sun Jan 20 08:46:41 PST 2019,Wed Jan 23 08:46:41 PST 2019,,,,266,0% (0/0),0% (0/0),0% (0/0),"The Chinese Army may do whatever you deem best.|I do not think filming is necessary as it invades the privacy of people in need. However, we will allow it.|You may bring your film team in and start filming.|If you insist on filming, you may film the events.",,
