HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
3IVKZBIBJ09HGJWOQX0S4KD8WWYSHW,3UWUAQCPMGQ9I0WGM2FZKYZRUTV5CL,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 19",$0.25 ,Sun Jan 20 08:34:08 PST 2019,50,BatchId:3505154;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:34:08 PST 2019,,,308Q0PEVB8D2TJ93DCONBL5II5WI96,AKHH4W14A6AN9,Submitted,Sun Jan 20 09:24:59 PST 2019,Sun Jan 20 09:39:03 PST 2019,Wed Jan 23 09:39:03 PST 2019,,,,844,0% (0/0),0% (0/0),0% (0/0),"I'm very sorry, they are welcome to stay in the tent and film as long as they don't get in the way.|It will make things more difficult but yes they can come in as long as they don't get in the way.|You may come in and film just please be careful not to get in the way.|If you insist, you may come in, but you must stay out of the way.",,
3IVKZBIBJ09HGJWOQX0S4KD8WWYSHW,3UWUAQCPMGQ9I0WGM2FZKYZRUTV5CL,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 19",$0.25 ,Sun Jan 20 08:34:08 PST 2019,50,BatchId:3505154;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:34:08 PST 2019,,,30LB5CDZNCA6SFA0DKTGI57FBE20Z7,A17SWXSZOWCC3M,Submitted,Sun Jan 20 08:47:33 PST 2019,Sun Jan 20 08:50:15 PST 2019,Wed Jan 23 08:50:15 PST 2019,,,,162,0% (0/0),0% (0/0),0% (0/0),"I am really sorry, we normally do not allow filming, but I will allow them to stand inside the tented area and film, but they have to stay out of the way. |Realistically, it will cause quite a bit of difficulty to have them in the tent, but as long as they can stay out of the way, we will allow it. |Affirmative, you may come in and film, but its imperative that they stay out of the way.|Since they are insisting, they may come in, but they have to make sure to not get in the way.",,
3IVKZBIBJ09HGJWOQX0S4KD8WWYSHW,3UWUAQCPMGQ9I0WGM2FZKYZRUTV5CL,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 19",$0.25 ,Sun Jan 20 08:34:08 PST 2019,50,BatchId:3505154;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:34:08 PST 2019,,,317HQ483I7SNILDXEM7STM02NUAIN2,A1EOVMNNT8Q370,Submitted,Sun Jan 20 08:45:11 PST 2019,Sun Jan 20 08:47:22 PST 2019,Wed Jan 23 08:47:22 PST 2019,,,,131,0% (0/0),0% (0/0),0% (0/0),"You can film all you want, just make sure to stay out of the way.|It will be a hassle for us but we will allow you to film.|Come on in just stay out of the way.|If you insist on coming in go ahead, but make sure you don't get in the way.",,
3IVKZBIBJ09HGJWOQX0S4KD8WWYSHW,3UWUAQCPMGQ9I0WGM2FZKYZRUTV5CL,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 19",$0.25 ,Sun Jan 20 08:34:08 PST 2019,50,BatchId:3505154;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:34:08 PST 2019,,,31QTRG6Q2TD9B64FYJ6NJZZLDS8YPJ,AUB2Y2EREGBUZ,Submitted,Sun Jan 20 08:36:41 PST 2019,Sun Jan 20 08:40:08 PST 2019,Wed Jan 23 08:40:08 PST 2019,,,,207,0% (0/0),0% (0/0),0% (0/0),"I apologize for any inconveniences, but you can stand in the tent and film as long as they stay out of the way.|It will cause a bit of inconvenience, but they can come in as long as they keep a distance.|You have my permission to come in and film, but please stay out of the way.|At your insistence, you can come in, as long as you stay out of the way.",,
3IVKZBIBJ09HGJWOQX0S4KD8WWYSHW,3UWUAQCPMGQ9I0WGM2FZKYZRUTV5CL,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 19",$0.25 ,Sun Jan 20 08:34:08 PST 2019,50,BatchId:3505154;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:34:08 PST 2019,,,32SCWG5HIH47SMU9S0BV08FSEIG6PS,ASI6KXF2GAUTQ,Submitted,Sun Jan 20 08:37:40 PST 2019,Sun Jan 20 08:40:57 PST 2019,Wed Jan 23 08:40:57 PST 2019,,,,197,0% (0/0),0% (0/0),0% (0/0),"My apologies. Your men can stay in the tent, but I would ask that they avoid standing in walkways and crowding my men.|The extra men in the tent will cause some delay in our progress, but if they are cautious, we should be able to work.|Please come in, soldiers. You may film, but please be aware of where my men need to work and leave them plenty of room.|You are welcome to come in, as long as you are not preventing my men from getting out supplies.",,
3IVKZBIBJ09HGJWOQX0S4KD8WWYSHW,3UWUAQCPMGQ9I0WGM2FZKYZRUTV5CL,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 19",$0.25 ,Sun Jan 20 08:34:08 PST 2019,50,BatchId:3505154;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:34:08 PST 2019,,,32XVDSJFPZXDPIEVDI70TR4LT82M2U,A2ZE2IPHK152KA,Submitted,Sun Jan 20 08:34:45 PST 2019,Sun Jan 20 08:40:02 PST 2019,Wed Jan 23 08:40:02 PST 2019,,,,317,0% (0/0),0% (0/0),0% (0/0),"Ok, I'm sorry. They can stand there and use their camera as long as they don't disturb us.|Ok, it will be difficult but's alright as long as they don't interfere with us.|They can come inside and film as long as they don't interfere with our work.|Tell them to come in if they want as long as they don't disturb our work.",,
3IVKZBIBJ09HGJWOQX0S4KD8WWYSHW,3UWUAQCPMGQ9I0WGM2FZKYZRUTV5CL,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 19",$0.25 ,Sun Jan 20 08:34:08 PST 2019,50,BatchId:3505154;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:34:08 PST 2019,,,32XVDSJFPZXDPIEVDI70TR4LT842MC,A1HLG10RY6VIY6,Submitted,Sun Jan 20 08:51:44 PST 2019,Sun Jan 20 08:55:37 PST 2019,Wed Jan 23 08:55:37 PST 2019,,,,233,0% (0/0),0% (0/0),0% (0/0),"Though itsi against my better judgement, I'll agree just this once to your requests.|It's going to be challenging to get everyone in there, but as long as you stay out of the way, it's ok.|Come in, but please stay out of the way.|If you agree to help, you can come in, just stay out of the way.",,
3IVKZBIBJ09HGJWOQX0S4KD8WWYSHW,3UWUAQCPMGQ9I0WGM2FZKYZRUTV5CL,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 19",$0.25 ,Sun Jan 20 08:34:08 PST 2019,50,BatchId:3505154;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:34:08 PST 2019,,,33FBRBDW6OZB2B4TGAMN0MCCLURC86,A3FI67Q3BYD5B1,Submitted,Sun Jan 20 08:39:22 PST 2019,Sun Jan 20 08:43:44 PST 2019,Wed Jan 23 08:43:44 PST 2019,,,,262,0% (0/0),0% (0/0),0% (0/0),"You may film here in the tent, but please do not impede our work.  Sorry for any inconvenience.|You can come in and film if you stay out of the way, but it will make our work harder.  |Don't hold up our progress, but you can come in and film.  |If you must come in, please stay out of the way.",,
3IVKZBIBJ09HGJWOQX0S4KD8WWYSHW,3UWUAQCPMGQ9I0WGM2FZKYZRUTV5CL,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 19",$0.25 ,Sun Jan 20 08:34:08 PST 2019,50,BatchId:3505154;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:34:08 PST 2019,,,33NF62TLXJ2I5QC0ZR0CDVYY6ETJK9,A2V1A5JKWJ9WG0,Submitted,Sun Jan 20 08:35:11 PST 2019,Sun Jan 20 08:38:32 PST 2019,Wed Jan 23 08:38:32 PST 2019,,,,201,0% (0/0),0% (0/0),0% (0/0),"My apologies if I have offended you. Your team is welcome to stand in the tent and film as long as they aren't in the way. |It will not make things easier, but, you can come in as long as you are out of the way. |You are welcome to come in and film, but, please be mindful to not get in the way. |You may enter if you insist, however, please be mindful to not get in the way.",,
3IVKZBIBJ09HGJWOQX0S4KD8WWYSHW,3UWUAQCPMGQ9I0WGM2FZKYZRUTV5CL,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 19",$0.25 ,Sun Jan 20 08:34:08 PST 2019,50,BatchId:3505154;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:34:08 PST 2019,,,340UGXU9DY15ZHH6AUIXM6IQ3SYVU3,A3E5LA62R563X0,Submitted,Sun Jan 20 08:36:16 PST 2019,Sun Jan 20 08:38:02 PST 2019,Wed Jan 23 08:38:02 PST 2019,,,,106,0% (0/0),0% (0/0),0% (0/0),"Alright, I'm sorry. It's okay if they're in the tent filming, they just need to stay out of the way.|It will only make things harder, but if they stay out of the way they can come in here.|It's okay if they film in here, but they can't get in the way.|If they are going to insist on coming in they may do it, so long as they aren't in the way.",,
