"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Q5FreeTextInput","Approve","Reject"
"3JYPJ2TAYI80PVPQ3Q8Y6UWJPIKPFL","3TAPATTOAYRSJNYSPSSGWE4TGP59C7","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 9","$0.25","Sun Nov 11 09:28:41 PST 2018","30","BatchId:3431732;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:28:41 PST 2018","","","31N2WW6R9RQW4QIXVVHSHBP4SSX3FQ","A25X5G0INDOHQZ","Submitted","Sun Nov 11 10:05:04 PST 2018","Sun Nov 11 10:08:12 PST 2018","Wed Nov 14 10:08:12 PST 2018","","","","188","0% (0/0)","0% (0/0)","0% (0/0)","We need to work together on this.  We have enough supplies for all of us.  It isn’t good for me or you, but it’s what needs to be done.|This isn’t a good situation, and I realize the solution to the problem isn’t perfect, but if we don’t come to an agreement my hands are tied.|What are in those containers?  Are they part of the issue here?  We must come to a consensus, we can work this out."
"3JYPJ2TAYI80PVPQ3Q8Y6UWJPIKPFL","3TAPATTOAYRSJNYSPSSGWE4TGP59C7","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 9","$0.25","Sun Nov 11 09:28:41 PST 2018","30","BatchId:3431732;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:28:41 PST 2018","","","323Q6SJS8IGBYYPWAG6UL5QEBXAHF6","A1Y1ZWGVQUXMP5","Submitted","Sun Nov 11 09:35:49 PST 2018","Sun Nov 11 09:37:17 PST 2018","Wed Nov 14 09:37:17 PST 2018","","","","88","0% (0/0)","0% (0/0)","0% (0/0)","Let's please compromise. There are more than enough supplies for both of us to achieve our objectives.|It's not a perfect solution, but unless we compromise between manning and supplies, we will have no other alternative.|I saw you indicating these containers. Is there a concern with them? We can resolve that, if necessary."
"3JYPJ2TAYI80PVPQ3Q8Y6UWJPIKPFL","3TAPATTOAYRSJNYSPSSGWE4TGP59C7","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 9","$0.25","Sun Nov 11 09:28:41 PST 2018","30","BatchId:3431732;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:28:41 PST 2018","","","323Q6SJS8IGBYYPWAG6UL5QEBXEFH8","A1KXESMB9K7504","Submitted","Sun Nov 11 10:01:39 PST 2018","Sun Nov 11 10:03:15 PST 2018","Wed Nov 14 10:03:15 PST 2018","","","","96","0% (0/0)","0% (0/0)","0% (0/0)","Let's work here.  There is ample supply left.  We can't do it to ruin our image.|I don't have any other available options so have to come to an agreement.|The containers over there, do you have an issue with those? We'll have to come to an agreement to work this out."
"3JYPJ2TAYI80PVPQ3Q8Y6UWJPIKPFL","3TAPATTOAYRSJNYSPSSGWE4TGP59C7","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 9","$0.25","Sun Nov 11 09:28:41 PST 2018","30","BatchId:3431732;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:28:41 PST 2018","","","33CID57104TI4ISTH6KQCOUOPOI3LU","A2ZCKAIRPV4XKQ","Submitted","Sun Nov 11 09:58:18 PST 2018","Sun Nov 11 10:01:45 PST 2018","Wed Nov 14 10:01:45 PST 2018","","","","207","0% (0/0)","0% (0/0)","0% (0/0)","It looks bad but we have plenty of supplies here for everyone.|Its not what we wanted but we have no choice, we have to compromise. |We have to make this work. It your issue with the containers you were pointing at?"
"3JYPJ2TAYI80PVPQ3Q8Y6UWJPIKPFL","3TAPATTOAYRSJNYSPSSGWE4TGP59C7","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 9","$0.25","Sun Nov 11 09:28:41 PST 2018","30","BatchId:3431732;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:28:41 PST 2018","","","34BBWHLWHABD5FMB6NYFP5DT6DGIWZ","ALML8V38FDV0","Submitted","Sun Nov 11 09:43:55 PST 2018","Sun Nov 11 09:47:41 PST 2018","Wed Nov 14 09:47:41 PST 2018","","","","226","0% (0/0)","0% (0/0)","0% (0/0)","I would appreciate your continuing support.  There are enough supplies and we should be able to work together to resolve the situation as quicky as possible.|I understand that it is not an ideal solution, however, this is the opportunity for us to come up with solution that would benefit both of us.|I understand your concerns about the containers.  In my personal opinion, cooperation would be the best solution.  I am committing to make this work and would welcome any discussion and cooperation from you."
"3JYPJ2TAYI80PVPQ3Q8Y6UWJPIKPFL","3TAPATTOAYRSJNYSPSSGWE4TGP59C7","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 9","$0.25","Sun Nov 11 09:28:41 PST 2018","30","BatchId:3431732;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:28:41 PST 2018","","","373ERPL3YO8Y6XL015NDGD7LPFGTRN","AL60E28B9HQZP","Submitted","Sun Nov 11 09:39:37 PST 2018","Sun Nov 11 09:41:24 PST 2018","Wed Nov 14 09:41:24 PST 2018","","","","107","0% (0/0)","0% (0/0)","0% (0/0)","Pleas try to work with me here. There are plenty of supplies for everyone. I don't want to do it either as it reflects poorly on both of us.|It is not the perfect solution, yes, but unless we are able to make a compromise about how we will delegate manning and supplies, I will have no choice.|I saw you gesturing towards the containers here. Is that what the problem is about? We can make this work, we do not have a choice."
"3JYPJ2TAYI80PVPQ3Q8Y6UWJPIKPFL","3TAPATTOAYRSJNYSPSSGWE4TGP59C7","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 9","$0.25","Sun Nov 11 09:28:41 PST 2018","30","BatchId:3431732;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:28:41 PST 2018","","","37FMASSAYCRLHCO0BW2J2R08WCZBID","A372CLNQ3WLOPO","Submitted","Sun Nov 11 09:46:58 PST 2018","Sun Nov 11 09:48:42 PST 2018","Wed Nov 14 09:48:42 PST 2018","","","","104","0% (0/0)","0% (0/0)","0% (0/0)","It looks bad for both of us if we don't complete this.  We have enough supplies.  Let's work through this.|I know it's not ideal, but we have to come up with a solution.|Is there an issue with the containers?  We have to find a way to make this work."
"3JYPJ2TAYI80PVPQ3Q8Y6UWJPIKPFL","3TAPATTOAYRSJNYSPSSGWE4TGP59C7","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 9","$0.25","Sun Nov 11 09:28:41 PST 2018","30","BatchId:3431732;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:28:41 PST 2018","","","37M28K1J0QDCTD3EN0NNJHV2R97JA6","A2PEWLBATA6HAA","Submitted","Sun Nov 11 10:14:42 PST 2018","Sun Nov 11 10:17:46 PST 2018","Wed Nov 14 10:17:46 PST 2018","","","","184","0% (0/0)","0% (0/0)","0% (0/0)","Please work with me.  We have plenty of supplies and you and I both know it will make us look bad.|I'm aware it isn't the best solution, but if we can't come to an agreement about manning or supplies, I won't have a choice.|I noticed you were pointing at these containers.  Is your issue related to that?  If so, we can make this work."
"3JYPJ2TAYI80PVPQ3Q8Y6UWJPIKPFL","3TAPATTOAYRSJNYSPSSGWE4TGP59C7","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 9","$0.25","Sun Nov 11 09:28:41 PST 2018","30","BatchId:3431732;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:28:41 PST 2018","","","388U7OUMF71XQOO933Z3W25GS4N0RM","A2EFD6B17D9HQV","Submitted","Sun Nov 11 09:58:18 PST 2018","Sun Nov 11 10:01:13 PST 2018","Wed Nov 14 10:01:13 PST 2018","","","","175","0% (0/0)","0% (0/0)","0% (0/0)","There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us. So please work with me here.|We need to come to a compromise with manning or supplies. I know its not an ideal situation but I will have no choice.|Would the issue have to do with the containers ? We can make this work, we have to."
"3JYPJ2TAYI80PVPQ3Q8Y6UWJPIKPFL","3TAPATTOAYRSJNYSPSSGWE4TGP59C7","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 9","$0.25","Sun Nov 11 09:28:41 PST 2018","30","BatchId:3431732;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:28:41 PST 2018","","","38F71OA9GTWXQCQ71DM7DAYASJDMFO","A1471QMIXXBS17","Submitted","Sun Nov 11 10:06:08 PST 2018","Sun Nov 11 10:08:14 PST 2018","Wed Nov 14 10:08:14 PST 2018","","","","126","0% (0/1)","0% (0/1)","0% (0/1)","Then work here with me. There are plenty of things to do. I don't wanna do it either, it's looking bad for us both.|I know that this is not the ideal solution, but unless we reach a compromise with manpower or supplies, I have no choice.|I have seen you pointing here at the containers. Would that have to do with the problem ? We can do that, we have to."
