HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
31SIZS5W59FISXVEUYNHNO0D1HBRQ3,3PC7P8I8IYNAYVVA95S9I4X7B3RFWN,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 11",$0.20 ,Sun Jan 20 08:05:31 PST 2019,50,BatchId:3505129;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:05:31 PST 2019,,,30MVJZJNHMDYOUT9VU9NNMKIVKKJ9I,A3RT82GOZ3OGJO,Submitted,Sun Jan 20 09:11:46 PST 2019,Sun Jan 20 09:14:13 PST 2019,Wed Jan 23 09:14:13 PST 2019,,,,147,0% (0/0),0% (0/0),0% (0/0),This shouldn't take much time and we need to talk about this now.|We don't have much time why does this talk need to be private.,,
31SIZS5W59FISXVEUYNHNO0D1HBRQ3,3PC7P8I8IYNAYVVA95S9I4X7B3RFWN,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 11",$0.20 ,Sun Jan 20 08:05:31 PST 2019,50,BatchId:3505129;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:05:31 PST 2019,,,31EUONYN2V3AMCX9E86ON0Q1L6EVOU,A3IO4P2AU6NA18,Submitted,Sun Jan 20 09:43:03 PST 2019,Sun Jan 20 09:45:01 PST 2019,Wed Jan 23 09:45:01 PST 2019,,,,118,0% (0/0),0% (0/0),0% (0/0),"My message is brief, but critical.|Given the urgency of our mission I wish to know why we must speak in private.",,
31SIZS5W59FISXVEUYNHNO0D1HBRQ3,3PC7P8I8IYNAYVVA95S9I4X7B3RFWN,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 11",$0.20 ,Sun Jan 20 08:05:31 PST 2019,50,BatchId:3505129;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:05:31 PST 2019,,,32SCWG5HIH47SMU9S0BV08FSEIK6PW,A1FMHI1NY82HN9,Submitted,Sun Jan 20 09:44:37 PST 2019,Sun Jan 20 09:45:56 PST 2019,Wed Jan 23 09:45:56 PST 2019,,,,79,0% (0/0),0% (0/0),0% (0/0),"Let him know that it won't take long.|Tell him that you don't have a lot of time, andaskhim why he want's to talk to you in private.",,
31SIZS5W59FISXVEUYNHNO0D1HBRQ3,3PC7P8I8IYNAYVVA95S9I4X7B3RFWN,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 11",$0.20 ,Sun Jan 20 08:05:31 PST 2019,50,BatchId:3505129;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:05:31 PST 2019,,,337RC3OW0522GRUC1GQWVJM7Q18LV2,AGUF6B4Q9991D,Submitted,Sun Jan 20 09:12:25 PST 2019,Sun Jan 20 09:13:29 PST 2019,Wed Jan 23 09:13:29 PST 2019,,,,64,0% (0/0),0% (0/0),0% (0/0),"I will explain it now, we have no time and it is important|Why talk in private? We have no time",,
31SIZS5W59FISXVEUYNHNO0D1HBRQ3,3PC7P8I8IYNAYVVA95S9I4X7B3RFWN,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 11",$0.20 ,Sun Jan 20 08:05:31 PST 2019,50,BatchId:3505129;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:05:31 PST 2019,,,3483FV8BEEJB0FT3Q20J4V7Z38M26Z,A27PVIL93ZMY46,Submitted,Sun Jan 20 08:06:31 PST 2019,Sun Jan 20 08:08:43 PST 2019,Wed Jan 23 08:08:43 PST 2019,,,,132,0% (0/0),0% (0/0),0% (0/0),"I promise not to take up much of your time, sir.|With all due respect, sir, time is short. Why the need for privacy?",,
31SIZS5W59FISXVEUYNHNO0D1HBRQ3,3PC7P8I8IYNAYVVA95S9I4X7B3RFWN,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 11",$0.20 ,Sun Jan 20 08:05:31 PST 2019,50,BatchId:3505129;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:05:31 PST 2019,,,34S9DKFK73P98LS2I4TVFAUQDD6YNM,A2KGDRYFAICG4Y,Submitted,Sun Jan 20 08:18:26 PST 2019,Sun Jan 20 08:21:25 PST 2019,Wed Jan 23 08:21:25 PST 2019,,,,179,0% (0/0),0% (0/0),0% (0/0),I can tell you about this issue quickly.|I do not have time to wait to speak in private.Is there a good reason for the privacy?,,
31SIZS5W59FISXVEUYNHNO0D1HBRQ3,3PC7P8I8IYNAYVVA95S9I4X7B3RFWN,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 11",$0.20 ,Sun Jan 20 08:05:31 PST 2019,50,BatchId:3505129;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:05:31 PST 2019,,,35K3O9HUABDZEOYUKFYO02T1TAFFEH,A2MHM7JK1T9XHR,Submitted,Sun Jan 20 08:11:31 PST 2019,Sun Jan 20 08:12:44 PST 2019,Wed Jan 23 08:12:44 PST 2019,,,,73,0% (0/0),0% (0/0),0% (0/0),"I don't think we need to talk in private, this really won't take long at all.|Is there a special reason we need to talk in private? There isn't much time before the mission is supposed to start.",,
31SIZS5W59FISXVEUYNHNO0D1HBRQ3,3PC7P8I8IYNAYVVA95S9I4X7B3RFWN,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 11",$0.20 ,Sun Jan 20 08:05:31 PST 2019,50,BatchId:3505129;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:05:31 PST 2019,,,35K3O9HUABDZEOYUKFYO02T1TAJEFK,AAPN98GLGFZZR,Submitted,Sun Jan 20 09:14:28 PST 2019,Sun Jan 20 09:16:20 PST 2019,Wed Jan 23 09:16:20 PST 2019,,,,112,0% (0/0),0% (0/0),0% (0/0),"Commander, considering the urgency of the situation, we should discuss the issue at hand now. It wont take up much of your time.|Commander, is there a reason you want to speak in private? Time is running our and the mission is starting very soon. People are waiting for our aid, and there isn't much time left. Perhaps we can discuss this right now",,
31SIZS5W59FISXVEUYNHNO0D1HBRQ3,3PC7P8I8IYNAYVVA95S9I4X7B3RFWN,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 11",$0.20 ,Sun Jan 20 08:05:31 PST 2019,50,BatchId:3505129;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:05:31 PST 2019,,,35LDD5557A486YIL2OD4TNQFA8RKMH,ACM87U430O96Z,Submitted,Sun Jan 20 09:07:04 PST 2019,Sun Jan 20 09:08:43 PST 2019,Wed Jan 23 09:08:43 PST 2019,,,,99,0% (0/0),0% (0/0),0% (0/0),"I just want to reassure you that the conversation will not take long, I only need but a few moments of your time. |I understand you'd like to speak in private later, but I do not have much time before our mission begins and it is urgent that we speak as soon as possible. Is there a reason you'd like to speak in private?",,
31SIZS5W59FISXVEUYNHNO0D1HBRQ3,3PC7P8I8IYNAYVVA95S9I4X7B3RFWN,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 11",$0.20 ,Sun Jan 20 08:05:31 PST 2019,50,BatchId:3505129;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:05:31 PST 2019,,,37FMASSAYCRLHCO0BW2J2R0865UBI4,AW1QY7Q83DYCJ,Submitted,Sun Jan 20 08:14:40 PST 2019,Sun Jan 20 08:16:05 PST 2019,Wed Jan 23 08:16:05 PST 2019,,,,85,0% (0/0),0% (0/0),0% (0/0),This will be quick and discrete.|Why do you need one on one time when we are in a time crunch.,,
