"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Q5FreeTextInput","Approve","Reject"
"3YOAVL4CA0HK5JU76IAH6O16ARIZ4S","36Y7KK4GOCX6AWBRKPD77FVPFD0SUA","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 10","$0.25","Sun Nov 11 09:29:00 PST 2018","30","BatchId:3431733;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:00 PST 2018","","","32RIADZISS4QQR6N1TMAYF0PVIJ4SR","A1KXESMB9K7504","Submitted","Sun Nov 11 09:41:25 PST 2018","Sun Nov 11 09:43:46 PST 2018","Wed Nov 14 09:43:46 PST 2018","","","","141","0% (0/0)","0% (0/0)","0% (0/0)","I disagree because some of your plans are flawed. For what reason do two aid stations need to be set up?|May I have an explanation as to why we are needing to set up two individual aid stations?|I am out of questions at this moment.|When I have a few questions; may I talk to you in private?"
"3YOAVL4CA0HK5JU76IAH6O16ARIZ4S","36Y7KK4GOCX6AWBRKPD77FVPFD0SUA","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 10","$0.25","Sun Nov 11 09:29:00 PST 2018","30","BatchId:3431733;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:00 PST 2018","","","34HJIJKLP5W6IJNRVORF92KWUMFV4P","A2DHULMYU99OIO","Submitted","Sun Nov 11 09:57:09 PST 2018","Sun Nov 11 09:58:27 PST 2018","Wed Nov 14 09:58:27 PST 2018","","","","78","0% (0/0)","0% (0/0)","0% (0/0)","My problem with your plan is do we really need to set up two aid stations?|What's the explanation behind setting up two individual aid stations?|I have no questions at the moment.|Once questions are over, can we talk in private?"
"3YOAVL4CA0HK5JU76IAH6O16ARIZ4S","36Y7KK4GOCX6AWBRKPD77FVPFD0SUA","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 10","$0.25","Sun Nov 11 09:29:00 PST 2018","30","BatchId:3431733;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:00 PST 2018","","","34YB12FSQYO34CM2CXSPVVYMTYAGME","AZOV5QBQK3B8L","Submitted","Sun Nov 11 09:44:33 PST 2018","Sun Nov 11 09:47:22 PST 2018","Wed Nov 14 09:47:22 PST 2018","","","","169","0% (0/0)","0% (0/0)","0% (0/0)","why are we setting up two aid stations? i do not see the relevance.|i want to understand why we are setting up two aid stations.|i understand.|can i talk to you alone when you are done taking questions?"
"3YOAVL4CA0HK5JU76IAH6O16ARIZ4S","36Y7KK4GOCX6AWBRKPD77FVPFD0SUA","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 10","$0.25","Sun Nov 11 09:29:00 PST 2018","30","BatchId:3431733;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:00 PST 2018","","","36H9ULYP62U7P4KMYG9FXI6TOPDFJ8","A1FYMTQ3YSEOQ9","Submitted","Sun Nov 11 09:30:29 PST 2018","Sun Nov 11 09:32:34 PST 2018","Wed Nov 14 09:32:34 PST 2018","","","","125","0% (0/0)","0% (0/0)","0% (0/0)","There are a few things I'm confused about with your plan. Is it necessary that we set up two aid stations?|Is there any reason for setting up two individual aid stations?|I have no questions at the moment?|Can I have a moment in private after the questions?"
"3YOAVL4CA0HK5JU76IAH6O16ARIZ4S","36Y7KK4GOCX6AWBRKPD77FVPFD0SUA","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 10","$0.25","Sun Nov 11 09:29:00 PST 2018","30","BatchId:3431733;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:00 PST 2018","","","379J5II41OGLEG8Q6Q1MVFYLGD5LE0","A2S751BFHZ6QCS","Submitted","Sun Nov 11 09:44:06 PST 2018","Sun Nov 11 09:45:48 PST 2018","Wed Nov 14 09:45:48 PST 2018","","","","102","0% (0/0)","0% (0/0)","0% (0/0)","I think your plan is problematic, yes.  For example, why do we need two aid stations?|Just please tell me why we need two separate aid stations.|There is nothing I need answered at this time.|Once questioning is finished, may I speak with you alone?"
"3YOAVL4CA0HK5JU76IAH6O16ARIZ4S","36Y7KK4GOCX6AWBRKPD77FVPFD0SUA","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 10","$0.25","Sun Nov 11 09:29:00 PST 2018","30","BatchId:3431733;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:00 PST 2018","","","386PBUZZXFXTPWUIKRCDSVBDLL1LJL","A372CLNQ3WLOPO","Submitted","Sun Nov 11 09:44:38 PST 2018","Sun Nov 11 09:46:38 PST 2018","Wed Nov 14 09:46:38 PST 2018","","","","120","0% (0/0)","0% (0/0)","0% (0/0)","I'm not sure I understand.  Why are we setting up two aid stations?|What is the purpose of having two stations?|I'm good for now.|Can we talk in private when questions are over?"
"3YOAVL4CA0HK5JU76IAH6O16ARIZ4S","36Y7KK4GOCX6AWBRKPD77FVPFD0SUA","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 10","$0.25","Sun Nov 11 09:29:00 PST 2018","30","BatchId:3431733;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:00 PST 2018","","","38SKSKU7R1XXULAC29RDGUWD86CLI9","A3BTK49X4ITNXJ","Submitted","Sun Nov 11 09:44:19 PST 2018","Sun Nov 11 09:46:10 PST 2018","Wed Nov 14 09:46:10 PST 2018","","","","111","0% (0/0)","0% (0/0)","0% (0/0)","I have a some concerns about your plan. Are two aid stations really necessary?|What is your reasoning for two different aid stations?|I can't think of any questions at this time. |Could I have a moment to speak with you alone after the questions?"
"3YOAVL4CA0HK5JU76IAH6O16ARIZ4S","36Y7KK4GOCX6AWBRKPD77FVPFD0SUA","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 10","$0.25","Sun Nov 11 09:29:00 PST 2018","30","BatchId:3431733;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:00 PST 2018","","","39OWYR0EPKRXKTFLKGAI75LH1TMFY2","AGNS6CGA0DPTM","Submitted","Sun Nov 11 09:31:04 PST 2018","Sun Nov 11 09:34:38 PST 2018","Wed Nov 14 09:34:38 PST 2018","","","","214","0% (0/0)","0% (0/0)","0% (0/0)","I'm a bit concerned with the plan you suggested. Can you explain why we are setting up two stations for aid?|But please explain the need for the two aid stations to be separate?|At the moment I can't think of any questions.|Once the questions are over, I'd like to speak with you privately."
"3YOAVL4CA0HK5JU76IAH6O16ARIZ4S","36Y7KK4GOCX6AWBRKPD77FVPFD0SUA","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 10","$0.25","Sun Nov 11 09:29:00 PST 2018","30","BatchId:3431733;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:00 PST 2018","","","3BWI6RSP7G9MZVJO2W0CCAGKLTZE7J","A3RECFJSQ96LH5","Submitted","Sun Nov 11 09:34:38 PST 2018","Sun Nov 11 09:36:21 PST 2018","Wed Nov 14 09:36:21 PST 2018","","","","103","0% (0/2)","0% (0/2)","0% (0/2)","Yes, I think there are a few problems with your plans. Why are we setting up two aid stations?|Could you explain why we are setting up two individual aid stations?|I'm okay right now, no questions.|Will you have some time to talk in private after the questions are done?"
"3YOAVL4CA0HK5JU76IAH6O16ARIZ4S","36Y7KK4GOCX6AWBRKPD77FVPFD0SUA","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 10","$0.25","Sun Nov 11 09:29:00 PST 2018","30","BatchId:3431733;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:00 PST 2018","","","3D3VGR7TA0FT7GN6MQHMY03NVG4R35","A2EE7JRUB0QIUO","Submitted","Sun Nov 11 09:46:00 PST 2018","Sun Nov 11 09:47:56 PST 2018","Wed Nov 14 09:47:56 PST 2018","","","","116","0% (0/0)","0% (0/0)","0% (0/0)","You're correct, I have a couple problems with the plan. Can you explain why we're setting up two aid stations?|What is the reason behind setting up two individual aid stations?|I can't think of any questions at the moment.|When questions are over, can we please speak privately?"
"3YOAVL4CA0HK5JU76IAH6O16ARIZ4S","36Y7KK4GOCX6AWBRKPD77FVPFD0SUA","Rewrite these responses in your own words","We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 10","$0.25","Sun Nov 11 09:29:00 PST 2018","30","BatchId:3431733;OriginalHitTemplateId:920937336;","600","259200","Thu Nov 15 09:29:00 PST 2018","","","3HWRJOOET528IT3GQZYN71CG87CSEK","AL60E28B9HQZP","Submitted","Sun Nov 11 09:37:45 PST 2018","Sun Nov 11 09:38:47 PST 2018","Wed Nov 14 09:38:47 PST 2018","","","","62","0% (0/0)","0% (0/0)","0% (0/0)","Yes, I do have problems with your plan. Why do we need to set up two aid stations?|Can you tell me why we need to set up two separate aid stations?|I do not have any further questions at the moment.|Can we speak in private after the questions are finished?"
